,closed_at,created_at,issue_comments,issue_desc,issue_id
93,2019-02-17 20:21:59,2019-02-17 18:34:46,Added MarkDown formatting to examples/antirectifier.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds Markdown formatting to . Result : ! [ antirectifier1 ] ( https : //user-images.githubusercontent.com/3424796/52917384-a2fd0780-32e2-11e9-9c96-3e87e4a89b08.png ) ! [ antirectifier2 ] ( https : //user-images.githubusercontent.com/3424796/52917383-a2fd0780-32e2-11e9-851b-fc714d405b41.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12294.0
94,2019-02-17 18:15:37,2019-02-17 16:48:35,Added MarkDown formatting to examples/conv_lstm.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds Markdown formatting to . Result : ! [ conv_lstm1 ] ( https : //user-images.githubusercontent.com/3424796/52916131-c2d8ff00-32d3-11e9-80a7-3a366b13655f.png ) ! [ conv_lstm2 ] ( https : //user-images.githubusercontent.com/3424796/52916130-c2d8ff00-32d3-11e9-8863-3c072e72bc7d.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12293.0
95,2019-02-17 14:06:58,2019-02-17 11:25:42,Added MarkDown formatting to examples/imdb_cnn.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds Markdown formatting to . Result : ! [ imdb_cnn1 ] ( https : //user-images.githubusercontent.com/3424796/52912244-8fcc4680-32a6-11e9-84bf-21eb50c04fe4.png ) ! [ imdb_cnn2 ] ( https : //user-images.githubusercontent.com/3424796/52912243-8fcc4680-32a6-11e9-97bc-49141b2028bf.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12292.0
96,2019-02-24 23:30:08,2019-02-16 16:09:26,Added a test to ensure that the module name is always valid in the docs .,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary I 'm currently working on a refactoring of the ` autogen.py ` . The goal is to sanetize it and make it easily usable from keras-contrib . Since I want to make small PRs , this one may not look useful , but it 's actually a necessary addition of test to ensure that I do n't break things during the refactoring . # # # Related Issues https : //github.com/keras-team/keras-contrib/issues/412 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12288.0
97,2019-02-17 10:55:34,2019-02-16 11:18:02,Added MarkDown formatting to examples/imdb_bidirectional_lstm.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds Markdown formatting to . Result : ! [ bidirectional_lstm1 ] ( https : //user-images.githubusercontent.com/3424796/52898972-562f0900-31dc-11e9-9b8e-c3e22d7a1087.png ) ! [ bidirectional_lstm2 ] ( https : //user-images.githubusercontent.com/3424796/52898970-562f0900-31dc-11e9-870a-2e2092ed4db0.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12287.0
98,2019-02-15 20:43:57,2019-02-15 10:57:52,Added MarkDown formatting to examples/image_ocr.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds Markdown formatting to . Result : ! [ image_ocr1 ] ( https : //user-images.githubusercontent.com/3424796/52852421-71ccdd80-3110-11e9-829a-6b16334092fb.png ) ! [ image_ocr2 ] ( https : //user-images.githubusercontent.com/3424796/52852420-71ccdd80-3110-11e9-82c1-8dab3b01c1d5.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12281.0
99,2019-02-24 23:49:58,2019-02-12 21:05:02,Use local RandomState instead of seeding the global RNG,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary According to [ NumPy NEP 19 — Random Number Generator Policy ] ( https : //www.numpy.org/neps/nep-0019-rng-policy.html ) , instantiating local ` RandomState ` objects is preferred , rather than seeding the global ` np.random ` generator . Seeding the global generator may introduce unexpected behavior in the applications that use Keras and also rely on its state . Proposed change : use a local ` RandomState ` object in dataset loaders and the Orthogonal initializer . # # # Related Issues https : //github.com/keras-team/keras/issues/12258 # # # PR Overview - [ x ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12259.0
100,2019-02-27 19:10:40,2019-02-11 20:13:31,also set intra_op_parallelism_threads,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Conveniently , keras uses ` os.environ.get ( 'OMP_NUM_THREADS ' ) ` to set ` intra_op_parallelism_threads ` . I think it would be useful to also set ` inter_op_parallelism_threads ` using this variable . This is convenient because e.g . you can set ` OMP_NUM_THREADS=1 ` and keras will use no multithreading . # # # Related Issues # # # PR Overview - [ x ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ x ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12254.0
101,2019-02-16 00:25:45,2019-02-11 15:04:43,Spelling and formatting in variational_autoencoder.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Small formatting and a mistake in variational_autoencoder.py # # # Related Issues # # # PR Overview - [ N ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ Y ] This PR is backwards compatible [ y/n ] - [ N ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12253.0
102,2019-02-11 18:14:52,2019-02-11 12:01:21,Added MarkDown formatting to examples/conv_filter_visualization.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds MarkDown formatting to . Result : ! [ conv_filter_visualization1 ] ( https : //user-images.githubusercontent.com/3424796/52561899-9f561600-2df4-11e9-9415-7bda58fad65d.png ) ! [ conv_filter_visualization2 ] ( https : //user-images.githubusercontent.com/3424796/52561898-9f561600-2df4-11e9-8a10-ecd76499f7e2.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12252.0
103,2019-02-10 15:49:17,2019-02-09 14:59:56,Added MarkDown formatting to examples/cifar10_resnet.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds MarkDown formatting to . Result : ! [ cifar10_resnet1 ] ( https : //user-images.githubusercontent.com/3424796/52522299-41ea8980-2c7b-11e9-84ef-c6f1b28238de.png ) ! [ cifar10_resnet2 ] ( https : //user-images.githubusercontent.com/3424796/52522298-41ea8980-2c7b-11e9-9884-b1c468944acf.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12242.0
104,2019-02-25 04:06:16,2019-02-09 14:19:09,Support merge_repeated in K.ctc_decode ( ) beam search .,"# # # Summary It allows CTC beam search to disable merging repeated adjacent symbols even if they are separated by a blank symbol and behave consistently with greedy search . ` K.ctc_decode ( ) ` has a new argument ` merge_repeated=False ` ( instead of hard-coded constant ) which is passed to TF . A test is included . In addition it upgrades deprecated usage of ` tf.sparse_to_dense ( ) ` in ` K.ctc_decode ( ) ` ( TF was warning about it ) and fixes some doc strings ( proper case of boolean values ) there . There 's a separate test , since we needed different data and to make the whole test as obvious as possible . Possibly we could craft such data that both tests can be merged and parametrized . # # # Related Issues - # 12238 K.ctc_decode ( ) does not pass merge_repeated - + older duplicate : # 10852 ctc_decode returns inconsistent result when greedy=False - # 12240 K.ctc_decode ( ) beam search : tf.sparse_to_dense is deprecated # # # PR Overview - [ x ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - YES , added ` test_ctc_decode_beam_search_no_merge ( ) ` - [ x ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - YES , doc of ` K.ctc_decode ( ) ` is updated - [ x ] This PR is backwards compatible [ y/n ] - YES , the default value of ` merge_repeated=False ` is the same as the previously hard-coded one - [ x ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ) - YES , it just add one more optional argument ` merge_repeated ` to ` K.ctc_decode ( ) `",12241.0
105,2019-02-09 00:15:24,2019-02-08 22:55:37,Added MarkDown formatting to examples/cifar10_cnn_tfaugment2d.py,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds MarkDown formatting to . Result : ! [ cifar10_cnn_tfaugment2d1 ] ( https : //user-images.githubusercontent.com/3424796/52510423-cb567900-2bf3-11e9-9e4c-faa9c26fb33c.png ) ! [ cifar10_cnn_tfaugment2d2 ] ( https : //user-images.githubusercontent.com/3424796/52510422-cb567900-2bf3-11e9-9691-a933fdbdd2d9.png ) Unfortunately , according to [ this ] ( https : //www.mkdocs.org/user-guide/writing-your-docs/ ) , it seems that table cells can not span multiple lines in MarkDown . In addition , the PEP8 tests fail with long lines so I tried to make it concise but clear . The 'Settings : ' lines were moved under the tables because this way they 'll be close to the tables the settings refer to and act similar to a caption . If the lines were above the tables , there was a big gap between the table header and the setting description . Finally , the 'Benchmark ... ' line was changed from a heading to regular bold text as the long line was showing in the sidebar on the left . If this formatting is undesirable , another option would be to keep the old formatting for the tables and wrap them in code blocks . # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12237.0
106,2019-02-08 17:36:10,2019-02-08 12:45:44,Added MarkDown formatting to examples/cifar10_cnn_capsule.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds markdown formatting to . Result : ! [ cifar10_cnn_capsule1 ] ( https : //user-images.githubusercontent.com/3424796/52479096-65400680-2b9f-11e9-93c3-9bb1ded46a25.png ) ! [ cifar10_cnn_capsule2 ] ( https : //user-images.githubusercontent.com/3424796/52479095-65400680-2b9f-11e9-9276-f82c79434169.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12231.0
107,2019-02-16 00:47:43,2019-02-07 22:12:59,Moved all the documentation tests in a common subdirectory .,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary All tests related to the docs should be put together to be run together . # # # Related Issues # # # PR Overview I moved all docs related tests into ` tests/docs ` to easily execute them or exclude them . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12228.0
108,2019-02-07 21:50:24,2019-02-07 20:02:00,Add MarkDown formatting to examples/cifar10_cnn.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This PR adds MarkDown formatting to . Result : ! [ cifar_10_cnn1 ] ( https : //user-images.githubusercontent.com/3424796/52439260-f9b05780-2b12-11e9-8aa1-49b2bf5a4ec1.png ) ! [ cifar_10_cnn2 ] ( https : //user-images.githubusercontent.com/3424796/52439261-fa48ee00-2b12-11e9-883b-4bba1e58ff99.png ) # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12226.0
109,2019-02-07 17:35:11,2019-02-07 11:09:22,Added MarkDown formatting support to examples/babi_memnn.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary This pull request adds MarkDown formatting to . # # # Related Issues https : //github.com/keras-team/keras/issues/12219 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12221.0
110,2019-02-07 19:44:58,2019-02-07 09:53:47,Added the possibility to specify the destination directory in autogen.py,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary # # # Related Issues # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12220.0
111,2019-02-08 19:27:43,2019-02-06 11:00:50,Skipping tests when py2 on other backends than tensorflow,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary I believe that we should cover the entier codebase with tests for both python 2 and python 3 . But this is overkill to run all tests with all backends on python2 . # # # Related Issues # # # PR Overview Now theano with python 2 runs only the backend tests and cntk with python 2 runs only the backend tests . We save 4 minutes in the theano build and 1 minute in the cntk build . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12216.0
112,2019-02-07 00:25:44,2019-02-05 18:51:34,Avoiding hardcoding paths when generating examples in the docs .,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary In the function ` copy_examples ` of ` autogen.py ` , the paths were hardcoded . Using relative paths will allow us more flexibility , so the ability to run the script in tests and also in the future , use this autogen.py in keras-contrib . # # # Related Issues https : //github.com/keras-team/keras-contrib/issues/412 # # # PR Overview The source and destination can now be specified at runtime . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12211.0
113,2019-02-15 23:58:45,2019-02-05 03:16:18,Fix clone_model,"# # # Summary Try to fix a bug inside ` keras.models._clone_functional_model ` , which can cause an error when clone a model containing a layer with 2 or more outputs I 'm not sure whether or not the issue needs a new unit test .. In fact I faced it when I 'm using ` multi_gpu_model ` as mentioned in my earlier issue，so maybe it 's a better idea to do some more test on ` multi_gpu_model ` instead ( but I have no idea about that ... ) # # # Related Issues https : //github.com/keras-team/keras/issues/12202 # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12205.0
114,2019-02-08 19:16:58,2019-02-04 18:12:34,Fixed conv_filter_visualization example,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Made the ` conv_filter_visualization ` example functional again and decreased the needed effort in actually running the program and changing simple parameters such as the desired layer or the number of steps and epochs . Overall it should be more readable and with that more understandable than before . # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12203.0
115,2019-02-05 18:56:33,2019-02-02 13:27:52,Add ` update_sub ` to CNTK backend,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Implement ` update_sub ` for CNTK backend function # # # Related Issues # 12162 # # # PR Overview - [ x ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - I am unable to find any tests for update functions in ` backend_test.py ` - [ N ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ Y ] This PR is backwards compatible [ y/n ] - [ N ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12193.0
116,2019-02-02 12:50:41,2019-02-02 10:50:38,Test init args in documentation,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Improve ` test_documentation ` by making sure arguments of class init are in the class docstring # # # Related Issues https : //github.com/keras-team/keras/issues/12189 # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ y ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12192.0
117,2019-01-29 18:28:43,2019-01-29 16:37:08,Using a mutable variable instead of a global variable in K.rnn,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Trying to remove the global variable from K.rnn to be able to use tf.keras.backend.rnn instead . ` uses_learning_phase ` is n't used outside K.rnn so there must be a way to prevent it from leaking into the global context . # # # Related Issues # 11720 # 11502 # # # PR Overview We could probably also use a class with an attribute ` self.use_learning_phase ` and have those inner functions be methods of this class . Probably more code to do , but it would be the standard python way to do it . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12170.0
118,2019-09-11 21:11:03,2019-01-29 16:05:15,Implement K.foldl and K.foldr for the cntk backend .,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary It seems that github does n't pick up the changes , even though I did exactly as shown in the documentation : https : //help.github.com/articles/creating-a-pull-request-template-for-your-repository/ # # # Related Issues # 12135 # # # PR Overview I changed the main template to encourage contributors to add unit tests . Only a few of them add tests without being asked . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12168.0
119,2019-01-28 21:17:48,2019-01-28 19:05:57,Moving the integration tests to python3 .,"# # # Summary When we have the choice , let 's use python 3 . I hope that we drop python 2 support at the end of 2019 . # # # Related Issues # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12154.0
120,2019-02-04 23:30:23,2019-01-27 18:44:11,Used paths rather than hardcoded strings in autogen.py,"# # # Summary By using paths and not hardcoded strings , we 'll be able to build the documentation programatically , hence run more tests on it . It 's also another step towards using the same codebase for generating the docs in keras-contrib and keras . # # # Related Issues # # # PR Overview This PR does n't enable running ` autogen.generate ( ) ` from another directory yet , but we 're getting there progressively . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12147.0
121,2019-01-28 17:33:17,2019-01-27 18:06:09,Using shutil rather than copying the tree manually in autogen.py,"# # # Summary In autogen.py , we copy template into sources and then work on it . But we copy the tree manually . ` shutil ` has a function for this purpose . # # # Related Issues # # # PR Overview In the loop , we copy only markdown files . But all the files in ` templates ` are markdown files so it 's fine . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12146.0
122,2019-01-27 12:01:15,2019-01-27 11:33:06,Unpin the numpy version now that the new version of theano is out .,# # # Summary Numpy was pinned in travis because theano did n't support the most recent version . Now it does . # # # Related Issues # 12037 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12142.0
123,2019-02-24 23:49:01,2019-01-26 08:39:31,Add pyux test,# 12073 clone,12137.0
124,2019-01-28 19:23:55,2019-01-25 16:40:01,Added pull request templates .,# # # Summary We often see PRs without the keyword fixes # { issue_number } and PRs without unit tests . That 's an issue . # # # Related Issues # # # PR Overview I propose PR templates with some decent defaults . I based this on moby/moby PR template which I think is quite good . I hope it makes us more productive . - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12135.0
125,2019-01-31 09:40:22,2019-01-25 15:14:32,"Fix grammar in README , backend docs and initializers docs","# # # Summary Fixed several grammar problems in the README , backend docs and initializers docs . # # # Related Issues None # # # PR Overview Fixed grammar errors in README.md , backend.md and initializers.py - [ n ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ y ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12133.0
126,2019-01-24 20:09:52,2019-01-24 16:14:47,Keep input types with Lambda layers,"# # # Summary When computing the output shape , we create a dummy placeholder , but the dtype is not carried . # # # Related Issues Fixes # 12121 # # # PR Overview - [ x ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12122.0
127,2019-01-24 21:53:19,2019-01-23 20:38:00,Add issue template that redirect to KP,"# # # Summary I 'm not sure that this is the right way , feel free to comment . Basically , we see a lot KP issues in the Keras issue tab . This is an attempt to fix this . # # # Related Issues # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12115.0
128,2019-01-23 21:56:41,2019-01-22 15:40:02,Update optimizers.py,"# # # Summary fix bug in TFOptimizer , this optimizer should call tensorflow native optimizer with the named param var_list # # # Related Issues Without this fix i ca n't use my custom tensorflow optimizer that use * * kwargs # # # PR Overview - [ ] This PR requires new unit tests [ * * n * * ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ * * n * * ] ( make sure the docs are up-to-date ) - [ ] This PR is backwards compatible [ * * y * * ] - [ ] This PR changes the current API [ * * n * * ] ( all API changes need to be approved by fchollet )",12106.0
129,2019-01-21 21:37:06,2019-01-21 19:40:54,fixed callback warning error,"# # # Summary Fixed the callback warning error from # 12069 It was caused by wrong use of the formatting : used `` , '' instead of `` % '' to concatenate string and its variable # # # Related Issues # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12098.0
130,2019-01-21 09:55:33,2019-01-21 02:29:16,Formatting fixes,# # # Summary This PR fixes formatting . # # # Related Issues # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12090.0
