,closed_at,created_at,issue_comments,issue_desc,issue_id
167,2019-01-06 22:43:17,2018-07-06 20:21:18,Update docs to be more clear about from config instantiation,"This PR updates documentation to be more clear that ` config.from_object ` does not instantiate the object . It also provides examples as to how to use ` @ property ` in a configuration class . Addresses # 2853 . < ! -- Commit checklist : * add tests that fail without the patch * ensure all tests pass with `` pytest `` * add documentation to the relevant docstrings or pages * add `` versionadded `` or `` versionchanged `` directives to relevant docstrings * add a changelog entry if this patch changes code Tests , coverage , and docs will be run automatically when you submit the pull request , but running them yourself can save time . -- >",2854.0
168,2018-06-29 05:23:09,2018-06-29 03:19:21,: art : Use ` itervalues ` instead of ` iteritems ` when ` key ` is not necessary,"This pull request uses the already implemented ` itervalues ` from ` _compat.py ` module instead of the ` iteritems ` for iterating the * * values * * from a given dict ( line 58 ) . As a consequence , the unused variable ` k ` is now removed since it 's not necessary for iterating over the dict values .",2848.0
169,2018-06-28 14:22:18,2018-06-27 11:37:55,: fire : Remove code supposed to be removed at v1.0,"This PR removes a small piece of backward compatibility code from ` flask/__init__.py ` that accordingly to the comment on ( ex- ) line 47 should `` go away '' in version 1.0 of Flask . However , if for some reason it must * * not * * be deleted , at least the commented line must be deleted or updated with a better description . - : heavy_check_mark : Tests ran successfuly",2842.0
170,2018-06-20 13:51:00,2018-06-20 12:42:32,Update docs - add command for listing rules .,This PR adds a command to list rules in blueprints documentation . Current documentation not contains this information and it was confusing for users .,2837.0
171,2019-01-07 00:30:12,2018-06-11 17:52:43,Fixes issue # 2824 flask -- version,"Fixes issue [ 2824 ] ( https : //github.com/pallets/flask/issues/2824 ) Now when you run command it shows you the Werkzeug version as well . I changed the order as well to be Python , Flask and Werkzeug as it is shown in the issue template . Let me know if it has to be done in some other way .",2825.0
172,2018-05-31 16:10:18,2018-05-31 03:47:24,Add test for routes command when no routes registered,Add test for # 2752,2811.0
173,2018-05-28 13:57:16,2018-05-28 13:39:53,encode filenames as ascii instead of latin-1,"closes # 2766 This produces the ` filename * ` header more often ( since only ASCII characters are allowed now ) , but is compatible with Gunicorn and any other WSGI servers that are more strict about header encoding .",2804.0
174,2018-06-03 09:39:18,2018-05-22 10:41:34,Update CHANGES.rst,Add the link of pull so that it ’ s easy for readers to check the changes in code .,2795.0
175,2018-05-21 04:28:26,2018-05-21 02:27:12,Fix typos in CHANGES.rst,gevent.wsgi is deprecated since gevent 1.1 and removed in gevent 1.3. gevent.pywsgi should be used instead,2792.0
176,2018-05-17 13:24:22,2018-05-17 12:29:51,AttributeError : 'module ' object has no attribute 'SSLContext ',We 're still using Python 2.7.6 for some projects which causes the exception listed below when trying to execute ` flask run ` . The problem appears to be when the run command executes ` flask.cli._validate_key ` which then checks for Python version 2.7 or above before attempting to access ` ssl.SSLContext ` . The problem with that is that SSLContext was only added in 2.7.9 so the check needs to be more exact by checking for versions 2.7.9 and above . Relevant tests already fail under Python 2.7.6 and have been updated so this patch does n't require any additional tests as far as I can tell . Let me know if that is not the case .,2789.0
177,2019-05-24 21:47:49,2018-05-15 02:17:23,Add Blueprint level cli registration -- # 1357,"So , this tries to address the ability to easily add commands to blueprints , and let them get stacked into the applications cli group in one of three ways . The default is nested , with name taken from the bp name , giving you ` flask user create ` : bp = Blueprint ( 'user ' , __name__ ) bp.cli.command ( 'create ' ) Optionally you can override that grouping name , giving you ` flask librarian create ` : bp = Blueprint ( 'user ' , __name__ , cli_group='librarian ' ) bp.cli.command ( 'create ' ) Or , you can specify ` None ` as the group , which applies it directly to the root app 's cli group giving ` flask add_user ` : bp = Blueprint ( 'user ' , __name__ , cli_group=None ) bp.cli.command ( 'add_user ' ) The tests show each of these options . Let me know your thoughts and I 'll add the documentation changes required if everyone think 's it 's useful to proceed . ` cli_group ` can also be specified when registering on the app : ` app.register_blueprint ( bp , cli_group= '' librarian '' ) ` to override the bp level ` cli_group ` choice . closes # 1357",2784.0
178,2018-05-13 13:18:09,2018-05-12 08:35:41,Remove now obsolete 'audit ' command from Makefile,"When 'audit ' was removed from setup.py , the corresponding shortcut was left in the Makefile . This commit removes the audit shortcut from Makefile . Closes # 2773 .",2774.0
179,2018-06-14 11:31:01,2018-05-08 16:10:09,Add option to not overwrite debug flag in cli,"This is intended for custom CLIs that may load a config file which already sets the debug flag and does not make use of the ` FLASK_ * ` env vars at all . Filed against 1,0-maintenance since this is functionality that was present before and was lost between 0.12 and 1.0 .",2765.0
180,2018-05-09 03:11:48,2018-05-08 16:08:28,docs : installation : Fix `` now you can continue '' link,"At the end of the installation docs we currently point the reader back into the middle of the installation doc itself , which is probably not very helpful to the reader since they just finished reading that . Instead , point to the next section in the docs ( Quickstart ) .",2764.0
181,2019-06-01 12:59:15,2018-05-06 06:13:32,Flask in subpath does n't work as expected,# # # Expected Behavior Flask should work on subpath with proper url generation by ` url_for ` . So url in example below should be : ` /myapp/static/css/bootstrap.min.css ` # # # Environment * Python version : 3.6.4 * Flask version : 1.0.2 * Werkzeug version : 0.14.1,2759.0
182,2018-05-09 03:27:17,2018-05-03 00:11:00,Fixed LaTeX errors on documentation PDF generation,"This PR fixes problems with the generation of the PDF documentation from LaTeX files . First issue was a problematic emoji character in the documentation , which the LaTeX distribution used in the build process did n't understand . The least invasive fix was to replace it with a space . Alternative fixes would be removal of the character causing errors or adapting the build process . Second issue was the missing ` \ifsphinxpdfoutput ` macro . In this case it was only used to check if the output is PDF , which is now handled with an appropriate if statement . Relevant issues : https : //github.com/pallets/flask/issues/2514 https : //github.com/pallets/flask-docs/issues/3",2754.0
183,2018-05-02 13:16:11,2018-05-02 09:10:40,Check whether there are registered routes,Fixed issue # 2751 .,2752.0
184,2018-05-02 13:04:32,2018-05-01 05:39:25,Fix blueprint route for `` '',"1. url_prefix = '/posts' 2. rule = `` Expected result ` /posts ` , instead got ` /posts/ ` .",2748.0
185,2018-04-29 21:57:24,2018-04-29 20:28:47,Update quickstart.rst,- Fixes the syntax error on the quickstart doc by escaping the single quote . - Adds request import and removes duplicated word,2745.0
186,2018-04-28 14:01:43,2018-04-28 13:55:15,"Only trap key errors by default in debug , not all BadRequest errors","closes # 2735 In order to make debugging key errors from ` request.form ` easier , # 2348 trapped ` BadRequest ` errors by default in debug mode . However , this caught * all * ` BadRequest ` errors , not just ` BadRequestKeyError ` . This changes the behavior so ` BadRequestKeyError ` is caught in debug mode , but ` abort ( 400 ) ` still passes through .",2739.0
187,2018-04-27 19:46:38,2018-04-27 19:32:09,merge slashes between blueprint prefix and rule,"closes # 2731 When registering a blueprint , strip ` / ` from the right side of the prefix and the left side of each rule , then join to ensure there 's only one slash . # 2629 only considered the prefix , and only stripped one slash .",2738.0
188,2018-04-27 17:11:42,2018-04-27 09:45:59,Added short note about Werkzeug redirect behaviour,Addresses issue [ # 2601 ] ( https : //github.com/pallets/flask/issues/2601 ) with a short note about Werkzeug redirect behaviour in the documentation . closes # 2601,2729.0
189,2018-04-29 21:27:05,2018-04-26 23:03:09,Use env var to disable loading dotenv,Fix issue : https : //github.com/pallets/flask/issues/2722,2724.0
190,2018-04-26 19:07:02,2018-04-24 15:52:06,Add project_urls so that PyPI will show GitHub stats .,"Current Flask in PyPI : https : //pypi.org/project/Flask/ There is a `` GitHub statistics '' section , that is because the old homepage in setup.py is set to GitHub repo . But now , homepage url is replaced by pallets project page . When releasing a new version to PyPI , that section will go . Warehouse can get the package 's GitHub info from homepage url and project_urls . Let 's add it back .",2720.0
191,2018-04-19 13:57:12,2018-04-19 13:29:16,Minor session serializer fixes .,"A couple of minor fixes for the extensible session serializer added by # 2352 . There were two issues observed : 1 . The example usage of `` register ( ) `` passes and `` index `` to the `` force `` argument . 2 . It is not possible to insert a tag as the penultimate item in the order list . Regarding the latter , ` a.append ( x ) ` is not the same as ` a.insert ( -1 , x ) ` - it is ` a.insert ( len ( a ) , x ) ` . It would be good to get these out before the release of 1.0.0 so that the index default is correct . - [ x ] add tests that fail without the patch - [ x ] ensure all tests pass with `` pytest `` - [ x ] add documentation to the relevant docstrings or pages - [ ] ~~add `` versionadded `` or `` versionchanged `` directives to relevant docstrings~~ - [ ] ~~add a changelog entry if this patch changes code~~ * Not required as the feature is unreleased ? *",2711.0
192,2018-04-18 20:07:37,2018-04-18 20:07:26,backport # 2709 use theme provided by pallets-sphinx-themes,backport # 2790 for 0.12,2710.0
193,2018-04-18 19:13:05,2018-04-18 17:55:26,use theme provided by pallets-sphinx-themes,"[ pallets-sphinx-themes ] ( https : //github.com/pallets/pallets-sphinx-themes ) replaces the flask-docs theme overrides . flask-docs needs to be updated to not override everything for Flask , other projects will transition later . Replaces ` conf.py ` and ` Makefile ` with modern versions . ` conf.py ` is organized a little more cleanly . No longer modifies ` sys.path ` or uses local ` _themes ` directory , it 's all provided by pallets-sphinx-themes entry points . All PyPI links now point to Warehouse .",2709.0
194,2018-04-18 20:45:36,2018-04-18 15:31:00,Add a message ` Serving Flask app ( module `` app.py '' will be lazily loaded ) ` to ` flask run ` related to # 2706,When running ` flask run ` having ` FLASK_DEBUG=1 ` the ` lazy_loader ` options defaults to True and it causes the ` app ` to be loaded only when first request comes causing errors to be raised only to werkzeug debugger ( on browser ) # problem When starting the command ` flask run ` you see ` Serving Flask app .. ` message even if the ` app ` module can not be located because the error will only raise later . It can cause confusion and the false impression that the ` app ` module was successfully found . To be noticed and have it explicitly in logs I added : ` * Serving Flask app `` app.py '' ( lazy loading ) ` to the messages Relates to # 2706,2707.0
195,2018-04-18 15:00:28,2018-04-18 14:45:01,Different app discovery behavior on commands run and shell,"The commands ` run ` and ` shell ` are behaving differently to locate the ` app ` , I can send a PR but first I want to confirm if this is a problem or expected behavior . # # # Expected Behavior Assuming the tree # # # Environment * Python version : 3.6.0 * Flask version : 0.12.2 & 0.13.dev ( master branch ) * Werkzeug version : 0.14.1",2706.0
196,2018-04-12 18:28:50,2018-04-12 18:09:00,add javascript ajax example,"I removed the jQuery example when rewriting the tutorial . This adds a more general JavaScript example back in , demonstrating the same simple ` add ` endpoint but with ` XMLHttpRequest ` , ` fetch ` , and ` jQuery ` .",2699.0
197,2018-04-10 19:58:46,2018-04-10 19:58:00,backport # 2691 detect UTF encodings when loading json,See # 2691 . Closes # 2692 .,2695.0
198,2018-04-10 19:31:52,2018-04-10 19:29:05,backport # 2359 fix python -m import warning,See # 2359 . Closes # 2666 .,2694.0
199,2018-04-10 18:26:16,2018-04-10 18:20:35,add Response.max_cookie_size config,Allow configuring pallets/werkzeug # 1109 in Flask . Add ` MAX_COOKIE_SIZE ` config and ` Response.max_cookie_size ` property to control when Werkzeug warns about large cookies that may be ignored by browsers .,2693.0
200,2018-04-10 16:47:15,2018-04-10 16:38:05,detect UTF encodings when loading json,"` request.get_json ` no longer accepts arbitrary encodings . Incoming JSON must be encoded using a UTF-8 , -16 , or -32 codec . The current JSON spec says UTF-8 is the only valid encoding , although Flask is more forgiving . ` json.detect_encoding ` is added to automatically detect which UTF encoding was used , including BOM and endianness .",2691.0
201,2018-04-09 08:27:26,2018-04-09 08:14:47,document blueprint static folder without prefix,"closes # 348 Documents that blueprint static URL is only accessible if the blueprint has a prefix , otherwise the application static URL takes precedence .",2686.0
202,2018-04-09 07:22:17,2018-04-09 07:13:09,rework context docs,"closes # 1151 Mostly keeps the same sections and concepts . References to old version behavior is removed since it 's no longer relevant . Added more explanation about what to do about `` no app / request context '' errors , since it comes up constantly on Stack Overflow . Added more cross references and cleaned up many API docs as well to make them more consistent . Added documentation for ` _AppCtxGlobals ` rather than recreating it in the ` g ` docs . Added documentation about the ` test_request_context ` arguments . This is an inherently advanced topic , so I do n't think there 's any way to make it completely clear to all readers . Hopefully it 's at least easier to follow to get an idea of how the process works .",2685.0
203,2018-04-09 08:09:04,2018-03-29 20:58:11,rewrite tutorial docs and example,"This is a complete rewrite of the tutorial , both the docs and the example code . The goal is to provide a better foundation for new developers to work with . There 's a bit more code , and it 's a bit more complex , but I 'm hoping it sets up patterns and concepts better so that developers start with better habits . * Use the application factory and blueprints from the start . * Use the instance folder for config and the database . * Multiple users , stored in the database with hashed passwords . * Delete posts . * Build a Wheel file , install it in another virtualenv . * Override ` SECRET_KEY ` using config in the instance folder . * Use other WSGI server in production ( Waitress , since it works on Windows ) . * 100 % test coverage using pytest and coverage . * All described code links to the API docs . * General reorganization . I 've removed all the other examples . I 'm going to add a JavaScript example back in but wanted to rewrite it as well . That will be the next PR . The other examples are all covered by the tutorial now . Added a ` gh ` Sphinx role that adds links to GitHub files . It will select the correct tag on GitHub based on the docs version being built . I 'll expand this to work with issues and extract it to pallets-sphinx-themes at some point . You can find the rendered docs here : http : //flask-dev.davidism.com/tutorial/ . The only change is in the installation instructions , Flask needs to be installed from GitHub since 1.0 is n't released yet . You can find the example project on my branch : https : //github.com/davidism/flask/tree/tutorial/examples/tutorial . closes # 2513",2676.0
204,2018-03-22 19:06:06,2018-03-22 14:41:15,Add tip for dotenv,"Add a tip for installing python-dotenv when there are env files ( .env , .flaskenv )",2668.0
205,2018-04-09 10:00:14,2018-03-19 15:59:20,Fix the bug of cache function in ` get_json ` method .,"The BUG is : The cache object cache the * * value * * for the first call . Then the succedent call get the * * same value * * in the first time , no matter what are the arguments . This PR fixed this BUG Link to https : //github.com/pallets/flask/issues/2651 < ! -- Commit checklist : * add tests that fail without the patch * ensure all tests pass with `` pytest `` * add documentation to the relevant docstrings or pages * add `` versionadded `` or `` versionchanged `` directives to relevant docstrings * add a changelog entry if this patch changes code Tests , coverage , and docs will be run automatically when you submit the pull request , but running them yourself can save time . -- > BTW : This is my first PR on github . If have any problem in this PR , please tell me in detail . Thx : -）",2665.0
206,2018-04-09 08:37:33,2018-03-18 13:49:41,Add tips for 413 connection reset issue,"When uploading files exceed the limit set by ` MAX_CONTENT_LENGTH ` , the flask development server will reset the connection instead of return a 413 response . This behavior confused a lot of people : - https : //stackoverflow.com/questions/7371660/flask-resets-the-connection-instead-of-returning-a-413-when-the-file-is-to-big - https : //stackoverflow.com/questions/19911106/flask-file-upload-limit - https : //stackoverflow.com/questions/30414696/upload-file-larger-than-max-content-length-in-flask-results-connection-reset",2662.0
207,2018-02-28 16:03:05,2018-02-28 15:56:50,remove old extension docs,* Remove ` flask.ext ` from api docs . * Remove section about ` flaskext_compat.py ` . * No longer need to fall back to ` _request_ctx_stack ` and ` teardown_request ` . * General rewrite of extensions introduction . closes # 2644,2647.0
208,2018-02-28 15:00:16,2018-02-28 14:53:46,do n't use Flask ( __name__ ) in conftest,"Pytest puts all test directories on ` sys.path ` . Flask determines the ` root_path ` by import , so the path of the app in ` tests/conftest.py ` will think the root is ` examples/tutorial/tests/ ` if the example also has a ` conftest.py ` .",2646.0
209,2018-02-24 16:10:26,2018-02-24 16:04:26,rewrite quickstart Unique URLs section,closes # 2632,2637.0
210,2018-02-20 00:14:12,2018-02-19 23:42:59,add test_cli_runner for testing app.cli commands,"Using a regular ` CliRunner ` requires passing a ` ScriptInfo ` instance that knows how to load the app being tested , otherwise ` app.cli ` commands will fail . This adds ` app.test_cli_runner ` , which creates an instance of ` app.test_cli_runner_class ` , which defaults to ` FlaskCliRunner ` . This runner 's ` invoke ` method adds ` obj=ScriptInfo ( create_app=lambda : app ) ` so that invoking commands works as expected . It also sets the command to ` app.cli ` by default , so ` invoke ( args= [ 'my-command ' , ... ] ) ` can invoke commands by name to test that they were actually registered .",2636.0
211,2018-02-23 16:47:21,2018-02-19 20:29:27,Require opt-in for subdomain matching,This fixes # 998 . An argument can be made that this should actually land in Werkzeug instead . Question is if we want a new release for this or not . Can be worked around in Flask for now .,2635.0
212,2018-02-13 01:33:08,2018-02-12 22:32:34,Fix docs for test_request_context,"This corrects the docstring for ` test_request_context ` to say that it returns a ` RequestContext ` , rather than a WSGI environment ; this is in line with the rest of the documentation , as well as the function 's actual behaviour . Fixes # 2627 .",2630.0
213,2018-02-24 00:00:31,2018-02-12 10:56:05,prevent double slash /a//b when blueprint prefix ends with slash,"Simple example file as below : With the old code , there is one rule like this ` < Rule '/a//b/ ' ( HEAD , OPTIONS , GET ) - > ` . With the new code , that rule would be change to ` < Rule '/a/b/ ' ( HEAD , OPTIONS , GET ) - > ` .",2629.0
214,2018-02-08 21:12:26,2018-02-08 20:54:31,update metadata,"* new readme , use it for setup.py long_description * links in changes * revert copyright year to project start , add missing header to files * add travis osx build , optional * build docs separately in travis",2624.0
215,2018-02-06 16:14:10,2018-02-06 16:07:04,bump dependency versions,closes # 2586,2622.0
216,2018-01-29 02:56:46,2018-01-29 02:49:48,document testing cli commands,closes # 2511,2611.0
217,2018-01-28 22:48:39,2018-01-28 22:44:29,add note about syntax errors in custom scripts,"closes # 2424 If you use a custom entry point and introduce a module-level error , the reloader ca n't recover . Mention this as a reason to use the ` flask ` command . Unrelated , mention which version of PyCharm adds Flask support .",2610.0
218,2018-01-23 23:20:16,2018-01-23 14:02:31,Added support for cookie SameSite attribute,"New Feature : Support for the cookie 's SameSite attribute . Support for cookie 's SameSite attribute was lately added to Werkzeug 0.14.0. , so implementing this feature in Flask . simply set the SESSION_COOKIE_SAMESITE to `` Strict '' or `` Lax '' , and your cookie will have the SameSite attribute set . Please check https : //www.owasp.org/index.php/SameSite for more info .",2607.0
219,2018-01-23 18:09:43,2018-01-22 20:22:28,add HTTPS support for flask run command,closes # 2594 Preferred use case is to manually generate a cert and key and pass them . An interesting config is using ` .flaskenv ` and setting ` FLASK_RUN_CERT ` and ` FLASK_RUN_KEY ` instead of passing them in the command line .,2606.0
220,2018-01-23 23:39:43,2018-01-22 03:10:48,Update cli help for FLASK_ENV,This PR replace FLASK_DEBUG with FLASK_ENV in command and change the cli help string .,2603.0
221,2018-01-10 23:46:43,2018-01-10 23:43:01,clean up FLASK_ENV docs,# # # Expected Behaviour I expect to be able to pass the ` flask run ` command any of the options which are valid for the ` Flask.run ( ) ` method : # # # Environment * Python version : 3.5.2 * Flask version : 0.12.2 * Werkzeug version : 0.12.2,2593.0
222,2018-01-10 22:02:00,2018-01-10 21:57:34,reset standard os env after each test,"Uses monkeypatch to unset env vars for the test session , and also reset them after each test in case they were changed without cleanup . This does n't affect Travis , but local tests will now pass if you happen to have a var set or a ` .flaskenv ` file . closes # 2589",2592.0
223,2018-01-10 20:14:45,2018-01-10 20:08:38,match run command behavior in app.run,output extra server information handle env var changed by load_dotenv enable threading by default closes # 2590,2591.0
224,2018-01-06 09:49:51,2018-01-06 09:36:34,Remove python 2.6 and 3.3 everywhere .,Remove the classifier for 2.6 and 3.3 . Cleanup related 2.6 and 3.3 information everywhere . Related issues : 1 . # 2555 2. pallets/meta # 24,2583.0
225,2018-01-06 09:49:02,2018-01-06 09:24:12,cleanup werkzeug import,Flask now requires werkzeug > = 0.9 . There is no need to try import these werkzeug modules .,2582.0
226,2018-01-05 15:55:41,2018-01-05 15:45:39,silence ENOTDIR when loading config file,closes # 2545,2581.0
227,2018-01-04 21:04:30,2018-01-04 20:58:36,improve documentation for session attributes,closes # 2545,2580.0
228,2018-01-06 16:07:57,2017-12-25 19:50:33,Add Support for FLASK_ENV,This PR introduces ` FLASK_ENV ` which should mirror the conventions from node as much as possible . The idea here is that we no longer try to map the development mode from the production mode by the ` DEBUG ` setting . This is intended because we want users to be able to are in a non debug development mode . The docs are updated to largely refer to ` FLASK_ENV ` only . One change to node is that we default to production instead of defaulting to development . This is done because most people will not set the environment and we do not want users to accidentally have debug features on . This refs # 2569,2570.0
229,2018-01-04 17:39:48,2017-12-20 12:52:25,Docs : Update CLI for factory pattern,"Since we have implemented application discover , there is no need to create an application instance manually for ` flask run ` . < ! -- Commit checklist : * add tests that fail without the patch * ensure all tests pass with `` pytest `` * add documentation to the relevant docstrings or pages * add `` versionadded `` or `` versionchanged `` directives to relevant docstrings * add a changelog entry if this patch changes code Tests , coverage , and docs will be run automatically when you submit the pull request , but running them yourself can save time . -- >",2565.0
230,2017-12-17 21:11:53,2017-12-16 17:47:01,Better appveyor config,Make appveyor configuration cleaner .,2559.0
231,2018-01-05 21:32:58,2017-12-16 15:19:46,add appveyor configuration,Make appveyor configuration cleaner .,2558.0
232,2017-12-16 14:13:55,2017-12-15 03:45:42,Fix sentry raven install docs,The documentation for installing Sentry 's raven client was incorrect . It should state that the client must be installed with the extra flask dependencies as mentioned in getsentry/raven-python # 1075,2556.0
233,2017-12-16 15:06:55,2017-12-14 21:08:08,remove tests and docs for python 2.6 and 3.3,"pallets/meta # 24 I 'll test 2.6 and 3.3 before I release 1.0 , which will be the last version to support these .",2555.0
234,2017-12-14 20:21:35,2017-12-14 07:04:17,fix non-passing tests for logging on pytest > = 3.3.0,"This fixes issue # 2550 , where some tests fail when using newer pytest ( after version 3.2.5 ) . The reason for this issue is that pytest added a plugin that instantiates a handler for the logging module , while the tests were expecting no handlers . The PR solves the issue by temporarily disabling the logging module and removing any handlers for all tests on the file",2554.0
235,2018-01-04 20:56:38,2017-12-03 07:50:18,update pycharm instructions,Update Pycharm instructions to run via module name # 2535,2541.0
236,2017-12-16 15:08:32,2017-12-01 08:12:48,Docs : update built-in server description,Update documentation for # 2529 .,2536.0
237,2018-01-28 19:27:07,2017-11-24 23:06:26,Improved bad factory error handling,This does some bad string parsing to not accidentally silence other errors ( Probably not ideal but that 's the best I can come up with ),2530.0
238,2017-10-25 11:09:42,2017-10-25 05:59:57,Remove IRC notifications from Travis CI,"Fixes # 2481 . < ! -- Commit checklist : * add tests that fail without the patch * ensure all tests pass with `` pytest `` * add documentation to the relevant docstrings or pages * add `` versionadded `` or `` versionchanged `` directives to relevant docstrings * add a changelog entry if this patch changes code Tests , coverage , and docs will be run automatically when you submit the pull request , but running them yourself can save time . -- >",2504.0
239,2017-10-30 20:48:29,2017-10-19 19:47:53,Improvements in the final sections of appfactories.rst,"This fixes a self-reported issue . The final sections of ` appfactories.rst ` stood out to me while I was going through the docs . Made some minor changes to sentences so that they flow better . The punctuation is also more consistent now ( in the final list ) . With regards to : > The following changes are straightforward and possible : '' possible '' was removed because it felt like it was implied in the context ( why suggest them if they 're not possible ? ) . I did not get the same feeling about the implementation part , so I added an explicit `` to implement '' ( because that 's what the straightforwardness refers to ) .",2500.0
240,2017-10-11 14:03:33,2017-10-11 13:55:52,Fixed grammar/typos,Remove extra parenthesis from RequestFormatter constructor .,2491.0
241,2017-10-10 18:59:29,2017-10-10 18:21:24,Rewrite CLI errors and docs,"Reword the CLI loader errors to use current examples and try to describe the issues more accurately . Refactor the loader code . Entirely rewrite the CLI docs . Wording is tightened up , sections are reorganized . Section about app detection quickly explains basics and shows typical values , then explains full rules . closes # 2027",2490.0
242,2017-09-12 10:55:41,2017-09-12 04:37:03,[ ImgBot ] optimizes images,"Hey there . I 've just optimized all of your images . They are the same dimensions and quality as before , only they take up less space now . \docs\_static\no.png ( 18.3 % ) ) \docs\_static\touch-icon.png ( 64.21 % ) ) \docs\_static\flaskr.png ( 8.32 % ) ) \docs\_static\pycharm-runconfig.png ( 14.65 % ) ) \docs\_static\debugger.png ( 2.79 % ) ) \docs\_static\flask.png ( 30.15 % ) ) \docs\_static\yes.png ( 13 % ) ) \docs\_static\logo-full.png ( 29.33 % ) ) Describe what this patch does to fix the issue . Link to any relevant issues or pull requests . < ! -- Commit checklist : * add tests that fail without the patch * ensure all tests pass with `` pytest `` * add documentation to the relevant docstrings or pages * add `` versionadded `` or `` versionchanged `` directives to relevant docstrings * add a changelog entry if this patch changes code Tests , coverage , and docs will be run automatically when you submit the pull request , but running them yourself can save time . -- >",2470.0
243,2017-10-07 17:52:45,2017-09-07 04:31:47,Add additional information in the url_rule docs,"Small doc change because it is not documented anywhere else and may be confusing . If a user is making use of the ` @ errorhandler ( 405 ) ` decorator , and they wish to include an Allow header ( as per HTTP spec ) , they may be confused to find that url_rule is None ( when they were attempting to get the allowed methods ) . While an experienced Flask user knows why this wo n't work , it may be unclear to a new user who is attempting to conform to HTTP . This doc change aims to clarify that : because the request was never successfully matched , it was never bound to a URL rule . In order to access the valid methods , they must examine ` routing_exception ` instead . Doc change only , no uncommented code is affected .",2467.0
244,2017-10-09 15:18:35,2017-08-19 03:46:06,Blueprint view function name should not contain dots,"I want to use ` before_request ` function to my ` blueprint ` . here is my usecase : I know my view function endpoint name is not normative . I think Blueprint endpoints should not contain dots . view function name can instead endpoint when endpoint is none , so view function name should not contain dots either . sorry for my bad English . I 'm shame it !",2450.0
245,2017-08-14 06:01:11,2017-08-11 05:13:44,Add version warning to Flaskr tutorial,"Adds a warning to the Flaskr tutorial to tell folks looking at a specific version of the docs , to be sure to check out the same tag in the repository , otherwise the tutorial may be different than the example . Issues with docs/code version mismatches reported in https : //github.com/pallets/flask/issues/2437 and https : //github.com/pallets/flask/issues/1902",2445.0
246,2017-08-14 06:01:46,2017-08-06 00:07:36,corrected indentations for pypi description,corrected wrong indentations in 'And Easy to Setup ' section 's paragraph .,2442.0
247,2017-07-31 20:23:45,2017-07-28 22:14:05,Simplify logging,"Based on discussion in # 2023 and # 641 , Flask interferes too much with logging . This patch greatly reduces the logging configuration that Flask does . * Remove ` LOGGER_NAME ` and ` LOGGER_HANDLER_POLICY ` configuration . * ` app.logger ` is always named ` 'flask.app ' ` . Use the ` 'flask ' ` namespace to allow other logging from Flask in the future . * Do n't use a ` Logger ` subclass to override ` getEffectiveLevel ` . Call ` setLevel ` when the logger is first accessed , based on ` app.debug ` , instead of checking ` debug ` for every message . * Only one handler with one format is added , instead of different formats for production and development . * A handler is only added if there are no handlers configured that would handle the logger 's ` getEffectiveLevel ` . * Handlers are never removed . * The ` default_handler ` is accessible so that it can be passed to ` removeHandler ` in case the user wants to get rid of the default handler after it is configured . * The proxy stream to ` environ [ 'wsgi.errors ' ] ` is exposed as ` wsgi_errors_stream ` , in case the user wants to use it in their own configuration . * Logging documentation is split from error handling documentation and reorganized to address the key concepts . * Added documentation for injecting request information into messages . * Logging tests are split into a separate module . * Some previously miscategorized tests are correctly organized .",2436.0
248,2017-07-29 20:09:17,2017-07-27 11:56:15,make_test_environ_builder : use url_scheme from path if provided,When providing https url in path ( `` https : //example.com/ '' ) we hope that we will get https scheme in environment,2430.0
249,2017-07-16 20:55:19,2017-07-15 05:51:09,Add .env support,"If installed , [ python-dotenv ] ( https : //github.com/theskumar/python-dotenv # readme ) is used to load environment variables from ` .env ` and ` .flaskenv ` files . Manual vars override ` .env ` , which overrides ` .flaskenv ` . ` .flaskenv ` is intended for public vars , ` .env ` is intended for private vars that wo n't be committed to the repository . The working directory is set to the location of the files , with the assumption that they are in the top level of the project , to facilitate local package imports ( # 2383 ) . The files are only loaded when calling the ` flask ` command or ` app.run ` , and can be disabled by passing ` load_dotenv=False ` to a custom ` FlaskGroup ` or ` app.run ` . If a user wants to load dotenv files in production , they can call ` flask.cli.load_dotenv ` manually from a ` wsgi.py ` file . Closes # 2375 Based off # 2164 -- - Example , assuming python-dotenv is installed : ` flaskr/app.py ` :",2416.0
250,2017-07-15 02:59:51,2017-07-15 02:52:04,FLASK_APP does n't require .py extension for local packages,"This drops the requirement where ` FLASK_APP ` had to point to a ` .py ` file for packages that were not installed in develop mode . If the file is not importable , it will fail later in the loading process . Also adds some more tests for the loading mechanism and refactors the tests with ` pytest.mark.parametrize ` . Closes # 2377",2414.0
251,2017-07-13 15:42:54,2017-07-13 15:15:21,support passing environ to test client,"This allows passing an ` EnvironBuilder ` or ` dict ` as the only argument to ` flask.testing.FlaskClient.open ` , similar to ` werkzeug.test.Client.open ` . Since ` FlaskClient ` does some other configuration for the environ , this makes sure that a passed environ is copied and modified appropriately . closes # 2411",2412.0
