,commit_id,commit_time,diff,files,summary
123,644ad1a963ee3de3d5aba02b4afb0e9effd4b42d,2018-05-18 21:30:52-07:00,"* True if the query is destructive and the user wants to proceed . from pgcli.packages.prompt_utils import confirm_destructive_query from .packages.prompt_utils import confirm_destructive_query if destroy is None : * Ported Destructive Warning from mycli . def query_starts_with ( query , prefixes ) : def confirm ( * args , * * kwargs ) : return False import sys return prompt ( prompt_text , type=bool ) Returns : def confirm_destructive_query ( queries ) : destroy = confirm = confirm_destructive_query ( text ) prompt_text = ( `` You 're about to run a destructive command.\n '' c_dest_warning = c [ 'main ' ] .as_bool ( 'destructive_warning ' ) * Dan Clark if is_destructive ( queries ) and sys.stdin.isatty ( ) : from .parseutils import is_destructive message = 'Wise choice . Command execution stopped . ' # - * - coding : utf-8 - * def queries_start_with ( queries , prefixes ) : `` `` '' Check if the query starts with any item from * prefixes * . '' '' '' return queries_start_with ( queries , keywords ) list_dsn , warn ) : raise KeyboardInterrupt import click `` `` '' Check if any queries start with any item from * prefixes * . '' '' '' sql = 'drop database foo ; ' except click.Abort : auto_vertical_output=auto_vertical_output , warn=warn ) for query in sqlparse.split ( queries ) : if query and query_starts_with ( query , prefixes ) is True : auto_vertical_output=False ) : stdin = click.get_text_stream ( 'stdin ' ) if ( self.destructive_warning ) : `` `` '' Check if the query is destructive and prompts the user to confirm . assert stdin.isatty ( ) is False formatted_sql = sqlparse.format ( query.lower ( ) , strip_comments=True ) return click.confirm ( * args , * * kwargs ) assert confirm_destructive_query ( sql ) is None click.secho ( 'Your call ! ' ) else : `` `` '' `` Do you want to proceed ? ( y/n ) '' ) # or `` shutdown '' . return True confirm_destructive_query ( query ) is False ) : output , query = self._evaluate_command ( text ) * None if the query is non-destructive or we ca n't prompt the user . output , query = self._evaluate_command ( text ) * False if the query is destructive and the user does n't want to proceed . prefixes = [ prefix.lower ( ) for prefix in prefixes ] auto_vertical_output=False , warn=None ) : keywords = ( 'drop ' , 'shutdown ' , 'delete ' , 'truncate ' , 'alter ' ) # that may cause harm to the database such as `` drop table '' , `` drop database '' # Destructive warning mode will alert you before executing a sql statement return bool ( formatted_sql ) and formatted_sql.split ( ) [ 0 ] in prefixes return click.prompt ( * args , * * kwargs ) if ( self.destructive_warning and return [ ( None , None , None , message ) ] auto_vertical_output=auto_vertical_output ) elif destroy is True : return False click.secho ( 'Wise choice ! ' ) `` `` '' Returns if any of the queries in * queries * is destructive . '' '' '' self.destructive_warning = c_dest_warning if warn is None else warn destructive_warning = True list_dsn ) : `` `` '' Prompt the user for input and handle any abort exceptions . '' '' '' `` `` '' Prompt for confirmation ( yes/no ) and handle any abort exceptions . '' '' '' import sqlparse def test_confirm_destructive_query_notty ( ) : try : help='Warn before running a destructive query . ' ) def prompt ( * args , * * kwargs ) : def is_destructive ( queries ) :","['AUTHORS', 'changelog.rst', 'pgcli/main.py', 'pgcli/packages/parseutils/__init__.py', 'pgcli/packages/prompt_utils.py', 'pgcli/pgclirc', 'tests/test_prompt_utils.py']",Merge pull request # 884 from danclark5/master
124,8e12ea5e0fd32dc5ef3b757d555c9ce1fa5123bf,2018-05-16 17:49:31-07:00,"if passwd : if passwd : pip install keyrings.alt > =3.1 passwd = keyring.get_password ( 'pgcli ' , key ) if not passwd : keyring.set_password ( 'pgcli ' , key , passwd ) 'keyring > = 12.2.0 ' # Find password from store keyring.set_password ( 'pgcli ' , key , passwd ) import keyring","['.travis.yml', 'pgcli/main.py', 'setup.py']",Merge pull request # 873 from cfournie/remember_passwords
125,996a0863b91c688a7761f2684609c5663fb9f4ac,2018-05-15 11:51:35-07:00,$ pep8radius master -- docformatter -- in-place # apply the fixes $ pep8radius -- docformatter -- in-place # apply the fixes $ pep8radius -- docformatter -- diff # view a diff of proposed fixes _ $ pep8radius master -- docformatter -- diff # view a diff of proposed fixes PEP8 checks PEP8 checks ( lint ),['DEVELOP.rst'],Merge pull request # 882 from dbcli/lint-doc
126,0ad1a9a60c5d4d0881ec12321246b0139fcd57f5,2018-05-15 11:58:21-04:00,"( 'LOCK_NOT_AVAILABLE ' , 'CANT_CHANGE_RUNTIME_PARAM ' ) ) ) * Do n't offer to reconnect when we ca n't change a param in realtime ( # 807 ) . ( Thanks : ` Amjith Ramanujam ` _ ) psycopg2.errorcodes.lookup ( e.pgcode ) ! = 'LOCK_NOT_AVAILABLE ' ) ) psycopg2.errorcodes.lookup ( e.pgcode ) not in","['changelog.rst', 'pgcli/pgexecute.py']",Merge pull request # 881 from dbcli/connection-reset
127,f8757c6f59b063786f7ab52479665cccb8ce21c7,2018-05-14 17:33:06-04:00,"self.get_last_query ( ) ) cli.current_buffer.document = Document ( sql , cursor_position=len ( sql ) ) filename , sql=query ) sql , message = special.open_external_editor ( filename , sql=query ) cli.current_buffer.document = Document ( sql , cursor_position=len ( sql ) ) self.get_last_query ( ) ) sql , message = special.open_external_editor (",['pgcli/main.py'],Merge pull request # 879 from dbcli/pr877
128,d971e49993ef3d0308e9f1f4466c87b0e8463bea,2018-05-14 17:32:11-04:00,"continue * Catherine Devlin sql , message = special.open_external_editor ( filename , sql=query ) if message : if message : self.get_last_query ( ) ) document = cli.run ( ) filename = special.get_filename ( document.text ) query = ( special.get_editor_query ( document.text ) or try : # Something went wrong . Raise an exception and bail . sql , message = special.open_external_editor ( filename , sql=query ) # Something went wrong . Raise an exception and bail . cli.current_buffer.document = Document ( sql , cursor_position=len ( sql ) ) filename = special.get_filename ( document.text ) while special.editor_command ( document.text ) : cli.current_buffer.document = Document ( sql , cursor_position=len ( sql ) ) while special.editor_command ( document.text ) : cli.application.pre_run_callables = saved_callables cli.application.pre_run_callables = saved_callables * Avoid losing pre_run_callables on error in editing . ( Thanks : https : //github.com/catherinedevlin ) raise RuntimeError ( message ) raise RuntimeError ( message ) cli.application.pre_run_callables = [ ] document = cli.run ( ) finally : cli.application.pre_run_callables = [ ] query = ( special.get_editor_query ( document.text ) or self.get_last_query ( ) )","['AUTHORS', 'changelog.rst', 'pgcli/main.py']",Merge pull request # 877 from catherinedevlin/keep_callables
129,16fb504ab9bbdeeb3fe98d94243f9f02a85de8e7,2018-05-14 17:03:08-04:00,"* Add table formats to `` \T `` completion . ( Thanks : ` Jason Ribeiro ` _ ) 'schema ' , 'column ' , 'table alias ' , 'join ' , 'name join ' , 'fk join ' FromClauseItem , suggest_type , Special , Database , Schema , Table , 'schema ' , 'column ' , 'table alias ' , 'join ' , 'name join ' , 'fk join ' , TableFormat : get_table_formats , from .packages.sqlcompletion import ( FromClauseItem , return ( TableFormat ( ) , ) Keyword , NamedQuery , Datatype , Alias , Path , JoinCondition , Join ) TableFormat = namedtuple ( 'TableFormat ' , [ ] ) formats = TabularOutputFormatter ( ) .supported_formats return self.find_matches ( word_before_cursor , formats , meta='table format ' ) Datatype , Alias , Path , JoinCondition , Join ) if cmd == '\\T ' : 'table format ' from .packages.sqlcompletion import ( def get_table_formats ( self , _ , word_before_cursor ) : from cli_helpers.tabular_output import TabularOutputFormatter suggest_type , Special , Database , Schema , Table , Function , Column , View , TableFormat , Function , Column , View , Keyword , NamedQuery ,","['changelog.rst', 'pgcli/packages/sqlcompletion.py', 'pgcli/pgcompleter.py']",Merge pull request # 878 from jrib/table-format-completion
130,a7fa9cb29f22d62ec189a059142e600e0a1fa75b,2018-05-14 14:55:25-04:00,"query = self.execute_command ( watch_command , query ) if self.watch_command : while watch_command : self.watch_command = None if watch_command : if self.pgspecial.pager_config == PAGER_OFF : watch_command , timing = special.get_watch_command ( document.text ) if self.pgspecial.pager_config == PAGER_OFF or self.watch_command : self.watch_command , timing = special.get_watch_command ( document.text ) while self.watch_command : Bug Fixes : query = self.execute_command ( self.watch_command , query ) * Disable pager when using \watch ( # 837 ) . ( Thanks : ` Jason Ribeiro ` _ ) watch_command = None","['changelog.rst', 'pgcli/main.py']",Merge pull request # 876 from jrib/watch-pager
131,5eb0fd5ddcdf0b77ad30d7aaf051e5fd013e2f7d,2018-05-14 13:04:55-04:00,"# The reason we check here instead of inside the pgexecute is aliases= ( ' : q ' , ) ) raise EOFError raise PgCliQuitError or sql.strip ( ) .lower ( ) == 'quit ' # caught by the try/except block that wraps the pgexecute.run ( ) except PgCliQuitError : return ( sql.strip ( ) .lower ( ) == 'exit ' # because we want to raise the Exit exception which will be class PgCliQuitError ( Exception ) : aliases= ( 'exit ' , ) ) # statement . * Add quit commands to the completion menu . ( Thanks : ` Jason Ribeiro ` _ ) def quit ( self ) : raise .. _ ` Jason Ribeiro ` : https : //github.com/jrib Features : except EOFError : or sql.strip ( ) == ' : q ' ) * Jason Ribeiro 'Quit pgcli . ' , arg_type=NO_QUERY , case_sensitive=False , 'Quit pgcli . ' , arg_type=NO_QUERY , case_sensitive=True , def quit_command ( sql ) : self.pgspecial.register ( self.quit , 'quit ' , 'quit ' , if quit_command ( document.text ) : or sql.strip ( ) == r'\q ' except PgCliQuitError as e : pass self.pgspecial.register ( self.quit , '\\q ' , '\\q ' ,","['AUTHORS', 'changelog.rst', 'pgcli/main.py']",Merge pull request # 875 from jrib/quit-help
132,f36635f4dc1764fd3b29919e925b7681ddc28ffa,2018-05-14 10:11:16-04:00,# Deal with extra params e.g . ? sslmode=verify-ca & sslrootcert=/myrootcert $ pgcli postgresql : // [ user [ : password ] @ ] [ netloc ] [ : port ] [ /dbname ] $ pgcli postgres : //amjith : pa $ $ w0rd @ example.com:5432/app_db # Deal with extra params e.g . ? sslmode=verify-ca & ssl-cert=/mycert,"['README.rst', 'pgcli/main.py']",Merge pull request # 872 from cfournie/encourage_ssl
133,2f344ca6d27312bc47c2caff35a273590fb7b2ac,2018-04-28 07:31:31+02:00,"| -- -- -- -- -- -- |\r * Add `` application_name `` to help identify pgcli connection to database ( issue # 868 ) ( Thanks : ` François Pietka ` _ ) port=port ) `` SELECT 'found ' FROM pg_stat_activity WHERE application_name = 'pgcli ' HAVING COUNT ( * ) > 0 ; '' context.conf [ 'pager_boundary ' ] + '\r ' + dedent ( `` ' * * kwargs ) | ? column ? |\r * * kwargs ) context.cli.sendline ( then we see found def step_check_application_name ( context ) : | found |\r from textwrap import dedent application_name='pgcli ' , * * kwargs ) dsn , application_name='pgcli ' , dsn , * * kwargs ) Scenario : check our application_name \r port=port , application_name='pgcli ' ) def step_see_found ( context ) : When we run query to check application_name wrappers.expect_exact ( SELECT 1\r ' '' ) + context.conf [ 'pager_boundary ' ] , timeout=5 ) context ,","['changelog.rst', 'pgcli/main.py', 'tests/features/basic_commands.feature', 'tests/features/steps/basic_commands.py']",Merge pull request # 869 from dbcli/fpietka/application_name
134,f81243eb1c86598b020169e01a0738c68a4c74e0,2018-04-05 14:26:30-07:00,* Mark tests requiring a running database server as dbtest ( Thanks : ` Dick Marinus ` _ ) Internal changes : TODO,"['changelog.rst', 'tests/test_main.py']",Merge pull request # 866 from dbcli/mark_dbtest
135,85d087b51eaa1706671b28add8aa86dfc7766a01,2018-04-04 08:56:26-07:00,====== TODO 1.9.1 :,['changelog.rst'],Merge pull request # 864 from dbcli/j-bennet/release-1.9.1
136,0feffcb7789df57b44fd1824d648d73689fe7c1c,2018-03-31 13:20:28-07:00,"token ) ] = style.styles [ string_to_tokentype ( cli_style [ token ] ) ] custom_styles [ string_to_tokentype ( from .pgstyle import style_factory , style_factory_output default_style = `` '' style = pygments.styles.get_style_by_name ( 'native ' ) .styles except ClassNotFound : 'preserve_whitespace ' : True , class OutputStyle ( pygments.style.Style ) : self.syntax_style , c [ 'colors ' ] ) # you can use token or custom colors 'preserve_whitespace ' : True style = pygments.styles.get_style_by_name ( name ) .styles 'style ' : settings.style_output # color of table None , None , None , ' < null > ' , False , None , lambda x : x , None custom_styles = dict ( [ ( string_to_tokentype ( x ) , y ) def style_factory_output ( name , cli_style ) : try : Token.Output.Header = `` # 00ff5f bold '' 'table_format dcmlfmt floatfmt missingval expanded max_width case_function style_output ' Token.Output.OddRow = `` '' Token.Output.EvenRow = `` '' custom_styles = { } for token in cli_style : ) , custom_styles [ string_to_tokentype ( token ) ] = cli_style [ token ] ) except AttributeError as err : token ) : style [ string_to_tokentype ( cli_style [ token ] ) ] , } ) from .pgstyle import style_factory for x , y in cli_style.items ( ) ] ) * Add Color of table by parameter . The color of table is function of syntax style styles = style from pygments.style import Style None , None , None , ' < null > ' , False , None , lambda x : x return OutputStyle self.style_output = style_factory_output ( 'table_format dcmlfmt floatfmt missingval expanded max_width case_function ' style_output=self.style_output { string_to_tokentype ( token ) : cli_style [ token ] , } ) try : style.update ( style.update ( { string_to_tokentype (","['changelog.rst', 'pgcli/main.py', 'pgcli/pgclirc', 'pgcli/pgstyle.py']",Merge pull request # 834 from dbcli/fraoustin/colors_of_table
137,e20d4754fab0b4aac7e797ef4e87327093447161,2018-03-28 15:45:01-07:00,"host = self.pgexecute.host or ' ( none ) ' string = string.replace ( '\\H ' , host ) string = string.replace ( '\\h ' , short_host ) string = string.replace ( '\\h ' , self.pgexecute.host or ' ( none ) ' ) Features : short_host , _ , _ = host.partition ( ' . ' ) * Change `` \h `` format string in prompt to only return the first part of the hostname , # \h - Hostname of the server * Andrew Kuchling # \H - Hostname of the server .. _ ` Andrew Kuchling ` : https : //github.com/akuchling # \h - Short hostname of the server ( up to first ' . ' ) ( Thanks : ` Andrew Kuchling ` _ ) up to the first ' . ' character . Add `` \H `` that returns the entire hostname ( # 858 ) .","['AUTHORS', 'changelog.rst', 'pgcli/main.py', 'pgcli/pgclirc']",Merge pull request # 861 from akuchling/akuchling-issue858
138,be246928123ac5c354f4e0ceec067c227451eea6,2018-03-28 11:46:46-07:00,The database user has to have [ behave.userdata ] in the `` tests `` directory . An example : : [ behave ] permissions to create and drop test database . Default user is `` postgres `` Configuration settings for this package are provided via a `` behave.ini `` file Configuration settings for this package are provided via `` behave.ini `` file pg_test_user = dbuser in the `` tests `` directory . pg_test_host = db.example.com permissions to create and drop test databases . Default user is `` postgres `` stderr_capture = false The database user ( `` pg_test_user = postgres `` in .ini file ) has to have pg_test_port = 30000,['DEVELOP.rst'],Merge pull request # 862 from akuchling/akuchling-doc-behave
139,fbf12c3ee3def0a47f040c545f0d3313d9209662,2018-03-28 14:25:48-04:00,"Features : * Change `` \h `` format string in prompt to only return the first part of the hostname , * Andrew Kuchling .. _ ` Andrew Kuchling ` : https : //github.com/akuchling ( Thanks : ` Andrew Kuchling ` _ ) up to the first ' . ' character . Add `` \H `` that returns the entire hostname ( # 858 ) .","['AUTHORS', 'changelog.rst']",# 858 : add changelog item
140,a91afadccfea9fc2063f46989fb1b5028d30b6ee,2018-03-28 08:06:47-04:00,"host = self.pgexecute.host or ' ( none ) ' string = string.replace ( '\\H ' , host ) string = string.replace ( '\\h ' , short_host ) string = string.replace ( '\\h ' , self.pgexecute.host or ' ( none ) ' ) short_host , _ , _ = host.partition ( ' . ' )",['pgcli/main.py'],# 858 : make \h in prompt return the first part of the hostname ; add \H to return whole hostname
141,6fe2c6a06171e6fdc54dfe71e4d649c53c1f0200,2018-03-27 08:42:48-07:00,".. _ ` detailed instructions ` : https : //github.com/dbcli/pgcli # detailed-installation-instructions $ pip install pgcli -- no-binary : all : psycopg2 .. _ ` problems with psycopg2 wheels ` : http : //initd.org/psycopg/articles/2018/02/08/psycopg-274-released/ : : __ https : //github.com/dbcli/pgcli # detailed-installation-instructions 'psycopg2 > = 2.7.4 , < 2.8 ' , If you have ` problems with psycopg2 wheels ` _ , use the following flags to install psycopg2 from 'psycopg2-binary > = 2.7.4 ' , ` detailed instructions ` __ . source : ` detailed instructions ` _ .","['README.rst', 'setup.py']",Merge pull request # 859 from dbcli/j-bennet/revert-to-psycopg2
142,7ea910236a39fc9aa74e64515c3795951ef5d502,2018-03-22 13:24:51+01:00,self.echo_via_pager ( '\n'.join ( formatted ) ) * Fix broken pgcli -- list command line option ( # 850 ) . ( Thanks : ` Dmitry B ` _ ) Bug Fixes : pgcli.echo_via_pager ( '\n'.join ( formatted ) ),"['changelog.rst', 'pgcli/main.py']",Merge pull request # 857 from badanin-dmitry-playrix/patch-1
143,9e46fbab324d887934628104e46472c711dad8b3,2018-03-22 10:58:45+01:00,"ver = str ( ast.literal_eval ( _version_re.search ( run_step ( 'python ' , 'setup.py ' , 'sdist ' , 'upload ' ) run_step ( 'python ' , 'setup.py ' , 'sdist ' ) with open ( version_file , 'rb ' ) as f : r'__version__\s+=\s+ ( ? P < quote > [ \ ' '' ] ) ( ? P < version > . * ) ( ? P=quote ) ' ) _version_re = re.compile ( from optparse import OptionParser choice = raw_input ( `` -- - Confirm step ? ( y/N ) [ y ] `` ) run_step ( 'python ' , 'setup.py ' , 'sdist ' , 'bdist_wheel ' ) if choice.lower ( ) ! = ' y ' : _version_re = re.compile ( r'__version__\s+=\s+ ( . * ) ' ) run_step ( 'git ' , 'commit ' , ' -- message ' , with io.open ( version_file , encoding='utf-8 ' ) as f : ] checklist ( checks ) twine==1.11.0 run_step ( 'git ' , 'tag ' , tag_name ) run_step ( 'git ' , 'tag ' , '-s ' , '-m ' , tag_name , tag_name ) upload_source_tarball ( ) run_step ( 'twine ' , 'upload ' , 'dist/ * ' ) click==6.7 run_step ( 'git ' , 'commit ' , ' -- message ' , 'Releasing version % s ' % ver ) if choice.lower ( ) == ' n ' : 'Releasing version { } '.format ( ver ) ) import ast sys.exit ( 1 ) def upload_source_tarball ( ) : import click if not click.confirm ( 'Are you sure ? ' , default=False ) : 'Have you updated the ` Usage ` section of the README ? ' , f.read ( ) .decode ( 'utf-8 ' ) ) .group ( 1 ) ) ) return not click.confirm ( ' -- - Run this step ? ' , default=True ) if not click.confirm ( ' -- - { } '.format ( question ) , default=False ) : create_git_tag ( ' v % s ' % ver ) choice = raw_input ( 'Are you sure ? ( y/N ) [ n ] ' ) def create_distribution_files ( ) : from optparse import OptionParser return True upload_distribution_files ( ) def upload_distribution_files ( ) : `` `` '' A script to publish a release of pgcli to PyPI . '' '' '' create_git_tag ( ' v { } '.format ( ver ) ) for question in questions : create_distribution_files ( ) create_source_tarball ( ) def checklist ( questions ) : ver = _version_re.search ( f.read ( ) ) .group ( 'version ' ) import io checks = [ 'Have you updated the AUTHORS file ? ' , def create_source_tarball ( ) :","['release.py', 'requirements-dev.txt']",Merge pull request # 856 from dbcli/j-bennet/improved-release-script
144,5f23a764326b8a1edec59f60fe3baebdc7e510da,2018-03-16 10:39:14-07:00,"Internal changes : include LICENSE.txt TODO * Add tests , AUTHORS and changelog.rst to release . ( Thanks : ` Dick Marinus ` _ ) include LICENSE.txt AUTHORS changelog.rst recursive-include tests *","['MANIFEST.in', 'changelog.rst']",Merge pull request # 848 from dbcli/feature/update_manifest
145,6277ffd860bfb682807794f6b83c5e686283b592,2018-03-02 14:35:20-08:00,"Upcoming ======== 1.9.0 ========= ===== 'pgspecial > =1.10.0 ' , 'pgspecial > =1.9.0 ' , TODO Upcoming :","['changelog.rst', 'setup.py']",Merge pull request # 847 from dbcli/j-bennet/release-1.9.0
146,fa248655da620a70e94935541d50cebf440ea946,2018-02-17 13:42:17-08:00,"if list_dsn : except Exception as err : click.secho ( alias + `` : `` + cfg [ 'alias_dsn ' ] [ alias ] ) sys.exit ( 0 ) exit ( 1 ) for alias in cfg [ 'alias_dsn ' ] : less_chatty , prompt , prompt_dsn , list_databases , auto_vertical_output , list_dsn ) : try : * Add option list-dsn ( Thanks : ` Frederic Aoustin ` _ ) . help='list of DSN configured into the [ alias_dsn ] section of pgclirc file . ' ) click.secho ( 'Invalid DSNs found in the config file . ' cfg = load_config ( pgclirc , config_full_path ) less_chatty , prompt , prompt_dsn , list_databases , auto_vertical_output ) : err=True , fg='red ' ) 'Please check the `` [ alias_dsn ] '' section in pgclirc . ' ,","['changelog.rst', 'pgcli/main.py']",Merge pull request # 839 from dbcli/fraoustin/list_dsn
147,9764219f6da245b5febb81b73f48dadd8a699471,2018-02-15 08:54:28-07:00,"autopep8==1.3.3 * Pierre Giraud wrappers.expect_exact ( context , '\r\n : ' , timeout=2 ) wrappers.expect_exact ( context , ' : ' , timeout=2 )","['AUTHORS', 'requirements-dev.txt', 'tests/features/steps/iocommands.py']",Merge pull request # 843 from pgiraud/fix_iocommands_test
148,8138ae8e31ef2139774acf2d16d6a8f7e14f40cb,2018-01-27 14:25:29-08:00,"if self.pgspecial.pager_config == PAGER_OFF : self.echo_via_pager ( '\n'.join ( formatted ) ) click.echo_via_pager ( text , color ) from pgspecial.main import ( PGSpecial , NO_QUERY ) click.echo_via_pager ( '\n'.join ( output ) ) 'enable_pager ' ) and `` on '' or `` off '' ) click.echo_via_pager ( '\n'.join ( formatted ) ) enable_pager = True * manage pager by \pset pager and add enable_pager to the config file ( Thanks : ` Frederic Aoustin ` _ ) . self.pgspecial.pset_pager ( self.config [ 'main ' ] .as_bool ( from pgspecial.main import ( PGSpecial , NO_QUERY , PAGER_OFF ) self.echo_via_pager ( '\n'.join ( output ) ) # manage pager on startup click.echo ( text , color=color ) def echo_via_pager ( self , text , color=None ) : else :","['changelog.rst', 'pgcli/main.py', 'pgcli/pgclirc']",Merge pull request # 832 from fraoustin/nopager
149,a6d07e707a1f50b6e1efc20f968570c8bcc0a77d,2018-01-15 20:51:58-08:00,"envlist = py27 , py34 , py35 , py36 Internal changes : 'Programming Language : : Python : : 3.3 ' , `` 3.3 '' * Removed support for Python 3.3 . ( Thanks : ` Irina Truong ` _ ) envlist = py27 , py33 , py34 , py35 , py36","['.travis.yml', 'changelog.rst', 'setup.py', 'tox.ini']",Merge pull request # 836 from dbcli/j-bennet/remove-py33
150,327f15afc3fcbd556b87a5b568b2b6c983519bdd,2018-01-07 13:13:13+01:00,"'postgres instance is listening . ' , envvar='PGPORT ' , type=click.INT ) envvar='PGCLIRC ' , help='Location of pgclirc file . ' , type=click.Path ( dir_okay=False ) ) 'postgres instance is listening . ' , envvar='PGPORT ' ) envvar='PGCLIRC ' , help='Location of pgclirc file . ' )",['pgcli/main.py'],Merge pull request # 831 from dbcli/j-bennet/add-click-types
151,885373496002b0400c1d7ade50330b969ec67ffb,2018-01-04 10:47:12-08:00,"| -- -- -- -- -- -- -- -- -- -- -- -- -- + -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- | 'Change the table format used to output results ' ) | \refresh | Refresh auto-completions . | | \c [ onnect ] database_name | Change to a new database . | | \df [ + ] [ pattern ] | List functions . | | -- -- -- -- -- -- -- -- -- -- -- -- -- + -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -| self.pgspecial.register ( self.change_table_format , '\\T ' , '\\T [ format ] ' , * Frederic Aoustin Change the table format used to output results self.table_format = pattern msg += `` \n\t { } '' .format ( table_type ) raise ValueError ( ) * Add support for ` \T ` command to change format output . ( Thanks : ` Frederic Aoustin ` _ ) . ======== 'Changed table format to { } '.format ( pattern ) ) if pattern not in TabularOutputFormatter ( ) .supported_formats : | \di [ + ] [ pattern ] | List indexes . | List or describe tables , views and sequences . | | \nd [ name [ query ] ] | Delete a named query . | Upcoming | \ # | Refresh auto-completions . | try : | \e [ file ] | Edit the query with external editor . | msg = 'Table format { } not recognized . Allowed formats : '.format ( | \dn [ + ] [ pattern ] | List schemas . | | \dn [ + ] [ pattern ] | List schemas . | List or describe tables , views and sequences . | \dT [ S+ ] [ pattern ] | List data types | yield ( None , None , None , | \l | List databases . | Set PAGER . Pring the query results via PAGER . | .. _ ` Frederic Aoustin ` : https : //github.com/fraoustin | \du [ + ] [ pattern ] | List roles . | | \ns name query | Save a named query . | | \dt [ + ] [ pattern ] | List tables . | | \x | Toggle expanded output . | pattern ) | \d [ pattern ] | List or describe tables , views and sequences . | def change_table_format ( self , pattern , * * _ ) : | \ns name query | Save a named query . | | \n [ + ] [ name ] | List or execute named queries . | yield ( None , None , None , msg ) | \T [ format ] | Change the table format used to output results | | \ds [ + ] [ pattern ] | List sequences . | | \df [ + ] [ pattern ] | List functions . | | \timing | Toggle timing of commands . | | \du [ + ] [ pattern ] | List roles . | | \refresh | Refresh auto-completions . | msg += '\nCurrently set to : % s ' % self.table_format | \l | List databases . | | \timing | Toggle timing of commands . | | \nd [ name [ query ] ] | Delete a named query . | | \ds [ + ] [ pattern ] | List sequences . | | \d [ pattern ] | List or describe tables , views and sequences . | | \ ? | Show Help . | | \x | Toggle expanded output . | | \dt [ + ] [ pattern ] | List tables . | | \ # | Refresh auto-completions . | \T [ format ] | Command | Description | | \ ? | Show Help . | | Command | Description | except ValueError : | \e [ file ] | Edit the query with external editor . | | \dv [ + ] [ pattern ] | List views . | Features : | \dv [ + ] [ pattern ] | List views . | | \n [ + ] [ name ] | List or execute named queries . | for table_type in TabularOutputFormatter ( ) .supported_formats : | \c [ onnect ] database_name | Change to a new database . | Set PAGER . Pring the query results via PAGER . | \dT [ S+ ] [ pattern ] | List data types | | \di [ + ] [ pattern ] | List indexes . |","['AUTHORS', 'changelog.rst', 'pgcli/main.py', 'tests/features/fixture_data/help.txt', 'tests/features/fixture_data/help_commands.txt']",Merge pull request # 830 from fraoustin/change_format_output
152,22773b8b32803b6365874998a291ac8595f16e3d,2017-12-22 10:50:18-08:00,"* Added support of `` \\e `` command . Queries can be edited in an external editor . ( Thanks : ` Irina Truong ` _ ) * Using `` pgspecial `` as a separate module . ( Thanks : ` Irina Truong ` _ ) . * Using `` pgspecial `` as a separate module . ( Thanks : ` Iryna Cherniavska ` _ ) . * Added code coverage to the tests . ( Thanks : ` Iryna Cherniavska ` _ ) .. _ ` Iryna Cherniavska ` : https : //github.com/j-bennet * Add alias completion support to ON keyword . ( Thanks : ` Iryna Cherniavska ` _ ) * Improvements to integration tests to make it more robust . ( Thanks : ` Irina Truong ` _ ) . * Enabled autocompletion in named queries . ( Thanks : ` Irina Truong ` _ ) . * Run behaviorial tests as part of TravisCI ( Thanks : ` Irina Truong ` _ ) postgres database . ( Thanks : ` Irina Truong ` _ ) postgres database . ( Thanks : ` Iryna Cherniavska ` _ ) * Add place holder doc strings for special commands that are planned for implementation . ( Thanks : ` Iryna Cherniavska ` _ ) * Run behaviorial tests as part of TravisCI ( Thanks : ` Iryna Cherniavska ` _ ) * Added code coverage to the tests . ( Thanks : ` Irina Truong ` _ ) * Fixed logging in Windows by switching the location of log and history file based on OS . ( Thanks : Amjith , ` Darik Gamble ` _ , ` Iryna Cherniavska ` _ ) . * Add integration tests using `` behave `` . ( Thanks : ` Irina Truong ` _ ) * Add alias completion support to ON keyword . ( Thanks : ` Irina Truong ` _ ) * Add place holder doc strings for special commands that are planned for implementation . ( Thanks : ` Irina Truong ` _ ) * Improvements to integration tests to make it more robust . ( Thanks : ` Iryna Cherniavska ` _ ) . * Perform auto-completion refresh in background . ( Thanks : Amjith , ` Darik Gamble ` _ , ` Iryna Cherniavska ` _ ) . * Added more behaviorial tests ( Thanks : ` Iryna Cherniavska ` _ ) * Enabled autocompletion in named queries . ( Thanks : ` Iryna Cherniavska ` _ ) . * Added support for pg_service_conf file . ( Thanks : ` Irina Truong ` _ ) . * Added support of `` \\e `` command . Queries can be edited in an external editor . ( Thanks : ` Iryna Cherniavska ` _ ) * Added more behaviorial tests ( Thanks : ` Irina Truong ` _ ) * Perform auto-completion refresh in background . ( Thanks : Amjith , ` Darik Gamble ` _ , ` Irina Truong ` _ ) . * Path to .pgclirc can be specified in command line . ( Thanks : ` Irina Truong ` _ ) . * Fixed logging in Windows by switching the location of log and history file based on OS . ( Thanks : Amjith , ` Darik Gamble ` _ , ` Irina Truong ` _ ) . * Added support for pg_service_conf file . ( Thanks : ` Iryna Cherniavska ` _ ) . * Add integration tests using `` behave `` . ( Thanks : ` Iryna Cherniavska ` _ ) * Path to .pgclirc can be specified in command line . ( Thanks : ` Iryna Cherniavska ` _ ) .",['changelog.rst'],Merge pull request # 827 from dbcli/j-bennet/name-change
