,closed_at,created_at,issue_comments,issue_desc,issue_id
102,2018-07-14 19:54:34,2018-07-14 19:57:27,Changes to release 1.10.0,# # Description Changelog and some cleanup for 1.10.0 .,907.0
103,2018-07-06 16:53:21,2018-07-13 20:24:45,Fixes # 346 : Tab characters are rendered with spaces instead of `` ^I '' when entered in external editor,"# # Description Up to until now tab characters were rendered with the ugly ` ^I ` . This is especially annoying for projects where the coding style is to use tabs instead of spaces and an external editor is being used or a query is copy-pasted into ` pgcli ` . # # Solution The solution is quite simple -- ` prompt_toolkit ` already provides an input processor just for that , so I simply added it to ` extra_input_processors ` with some sane defaults . # # Further work The ` TabsProcessor ` class can accept several arguments to give more control over the tab rendering . I opted out for a simple 4-space rendering as this will probably be desired behaviour in most use cases but , of course , we can extend the configuration to include some of them ( most notably ` tabstop ` which describes the tab length ) . I thought it would be an overkill but if someone thinks this may be necessary , I can , of course , add it . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . # 346",903.0
104,2018-07-04 07:48:45,2018-07-04 19:36:43,Avoid reconnect prompt after error if connection is still valid,"# # Description Instead of whitelisting all errors that do not require reconnecting , we simply only reconnect if we detect a disconnect has occurred . psql notably behaves in a similar way : https : //git.io/fbxuc # L1461 Fixes # 807 # # Testing 1 . In one shell : 6 . Running ` SELECT count ( * ) FROM hello ; ` after stopping the database correctly prompts ` Connection reset . Reconnect ( Y/n ) : ` # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",901.0
105,2018-06-25 20:57:51,2018-06-28 19:12:46,Guard against missing keyring backend .,# # Description Catch the exception thrown when the keyring backend is missing . I 'm not entirely happy with this code . I feel like it is way too nested for my comfort . I welcome a critical eye to the code changes .,899.0
106,2018-06-15 06:16:32,2018-06-15 21:36:18,Add -- user option like psql has as well .,"Hi Today I 've just tried to use ` pgcli ` . Expected to replace ` psql ` by ` pgcli ` command in terminal and connect to PG . I had ` -- user ` option there and pgcli asked me to use ` -- username ` . Probably it would be easy for transitions to use the same option name as well for user . This change will leave ` -- username ` as it is , and add ` -- user ` as optional argument for compatibility . - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",898.0
107,2018-06-09 18:07:20,2018-06-10 11:07:39,Hotfix/output unbound local error,# # Description Fix unbound local error when destructive_warning is false . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,897.0
108,2018-06-06 16:28:02,2018-06-06 19:21:08,Hotfix/not enough values to unpack,# # Description Error ` not enough values to unpack ` is raise when statement is an empty string . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,895.0
109,2018-06-01 15:24:42,2018-06-01 18:15:52,Fix for ipython sql connection . Fixes # 891 .,# # Description Fix for # 891 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,893.0
110,2018-06-01 14:05:13,2020-04-03 22:15:54,pgcli bash completion script,"# Pgcli bash completion Bash completion script for pgcli . # # Description It allows to < tab > complete database names , users and hosts , plus showing the other available options when calling pgcli from the terminal prompt . In order to work it steals a couple of functions from psql ( postgres CLI client installed by default ) . It is intended to be packaged with the debian package and to be copied on /usr/share/bash-completion/completions/pgcli ( filename changes for consistency ) upon installation of the package . Please make the debian package mantainer ( Lennart Weller lhw @ ring0.de as per ` apt-cache show ` ) aware of it and include it in the relevant section of the installation scripts/package . I hope it is useful . # # Checklist - [ ] I 've added this contribution to the ` changelog.rst ` . - [ ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",892.0
111,2018-05-30 14:34:59,2018-06-01 18:15:54,ipython magic AttributeError in sql.connection.Connection.get,# # Description I make a clean new virtualenv with Python 3.6.4 Then I run :,891.0
112,2018-05-26 10:16:01,2018-05-26 19:48:22,Refactor destructive warning in behave tests,# # Description refactor destructive warning in behave tests # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,889.0
113,2018-05-26 09:31:34,2018-05-29 08:10:29,make keyring optional,# # Description The keyring code seems to fail if you have gnome-keyring installed but are n't running the gnome-keyring-daemon . Stack trace : # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,888.0
114,2018-05-21 02:39:54,2018-06-18 01:55:20,\ev and \ef commands,"# # Description Supports \ev ( edit view ) and \ef ( edit function ) commands , using the same SQL that psql uses . To work properly , depends on a pull request to ` pg_special ` : https : //github.com/dbcli/pgspecial/pull/63 ; however , nothing will break without that pull request ( these commands simply wo n't work ) . Courtesy PyCon 2018 sprints . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",886.0
115,2018-05-19 04:31:44,2018-05-19 05:20:56,Add confirmation prompt to destructive commands in behave tests .,# # Description This fixes the failing behave tests in PR # 884 .,885.0
116,2018-05-17 10:15:35,2018-05-19 04:30:53,Porting in Destructive Warning,# # Description * Modified main.py to confirm with the user if they want to run a destructive warning . This includes adding logic to the click config for destructive config # # Checklist - [ X ] I 've added this contribution to the ` changelog.rst ` . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,884.0
117,2018-05-15 18:26:12,2018-05-15 18:51:35,Fix the commands for fixing lint errors .,# # Description # # Checklist - [ ] I 've added this contribution to the ` changelog.rst ` . - [ ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,882.0
118,2018-05-15 14:10:06,2018-05-15 15:58:22,Restrict the offer to reconnect .,# # Description Fixes # 807 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,881.0
119,2018-05-15 05:38:04,2018-05-19 04:48:43,Feature/get last sql query,"# # Description Refactor the command execution pipeline to flag MetaQuery with is_special . If this flag is True , the command is a special command , otherwise it 's plain SQL . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",880.0
120,2018-05-14 21:32:48,2018-05-14 21:33:06,Fix lint complaints .,# # Description Fix lint errors . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,879.0
121,2018-05-14 20:56:06,2018-05-14 21:03:09,Add completion for table formats,# # Description Adds completion for table formats with \T . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,878.0
122,2018-05-14 20:33:24,2018-05-14 21:32:12,Keep callables,"# # Description Enclosed the code to run the text editor in a try/finally , and moved the restoration of saved pre-run callables to the `` finally '' , so that throwing an error wo n't result in losing the saved callables # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",877.0
123,2018-05-14 18:22:49,2018-05-14 18:55:26,Disable pager when using \watch,# # Description Disable pager when using watch ( # 850 ) . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,876.0
124,2018-05-14 16:24:51,2018-05-14 17:04:56,Add quit commands to completion,# # Description Moves quit command to pgspecial . This allows completion to work . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,875.0
125,2018-05-14 15:34:13,2018-05-17 00:49:32,Remember prompted passwords using keyring,"# # Description This PR adds support for remembering prompted passwords using [ ` keyring ` ] ( https : //github.com/jaraco/keyring ) . TODO : - [ ] Behave test - [ ] Add a way to disable using keyring in case a suitable backend is n't configurable - Via config file so it does n't need to be specified each time it 's invoked ( document in README ) , CLI option/env var documents nicely but is cumbersome to specify on each usage # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",873.0
126,2018-05-14 14:06:58,2018-05-14 14:11:16,Encourage users to use SSL,# # Description There 's already a code comment illustrating how you could use SSL with PostgreSQL . This PR : - Alters that comment to replace ` ssl-cert ` ( [ has an extra dash not found in PostgreSQL 1.0 settings ] ( https : //www.postgresql.org/docs/10/static/libpq-connect.html # LIBPQ-PARAMKEYWORDS ) ) with ` sslrootcert ` ( which could be used to [ connect securely to Redshift ] ( https : //docs.aws.amazon.com/redshift/latest/mgmt/connecting-ssl-support.html ) ) - Documents how to use extra options ( adds SSL to the example ) # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,872.0
127,2018-05-12 02:10:27,2018-09-23 21:34:59,Respect \pset pager on expected behavior,"` \pset pager ` has three possible values : `` always '' , `` on '' , and `` off '' . pgcli previously treated all non- '' off '' values as `` always '' . This change implements the expected behavior , which is to use the pager when the output is larger than the terminal height ( See \pset pager in https : //www.postgresql.org/docs/9.2/static/app-psql.html ) . Pgcli adds to this and also uses the pager when the output is wider than the terminal width . Fixes # 813 # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",871.0
128,2018-04-26 12:05:55,2018-04-28 05:31:32,Add application name,# # Description Adding ` application_name ` to help identify ` pgcli ` connections to postgres . Fix # 868 # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,869.0
129,2018-04-05 19:15:50,2018-04-05 21:26:31,Mark tests requiring a running database server as dbtest,# # Description Mark tests requiring a running database server as dbtest # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,866.0
130,2018-03-31 20:26:36,2018-04-04 15:56:27,Changelog update to release 1.9.1 .,Changelog update for 1.9.1 ( a very small release ) .,864.0
131,2018-03-28 18:35:38,2018-03-28 18:46:47,Give example behave.ini,"# # Description I wanted to run the behave tests , and had to go read ` environment.py ` to figure out what needed to go in the .ini file . This patch gives an example in DEVELOP.rst . ( removing the checklist , as this is a minor change )",862.0
132,2018-03-28 18:26:29,2018-03-28 22:45:01,# 858 : make \h in prompt return the first part of the hostname ; add \H to return whole hostname,"# # Description This patch makes \h in the prompt only return the hostname up to the first period ( i.e . db.orgname.org will be displayed as just 'db ' ) , and adds \H which will return the whole hostname . If there 's no ' . ' in the hostname , \h and \H will produce identical results . The ` get_prompt ( ) ` method does n't seem to have a test suite that exercises all of the format characters ; should it ? I did verify that ` get_prompt ( ) ` is at least invoked by the behave tests . # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",861.0
133,2018-03-23 18:15:28,2018-03-27 15:42:49,"Revert to psycopg2 , and add instructions for no-binary install .","Revert to ` psycopg2 ` package insteaf of forcing ` psycopg2-binary ` . For 2.7 , this will install from wheels by default , and from source if ` -- no-binary ` flag is used . For 2.8 , we need to figure out something else , since ` psycopg2 ` will become source only . Related : https : //github.com/dbcli/pgcli/issues/849 https : //github.com/dbcli/pgcli/issues/844",859.0
134,2018-03-23 17:06:36,2018-04-08 15:27:41,Customized prompt not used,"# # Description I was puzzled when connecting to one server produced the ` user @ server : dbname > ` prompt I expected , but another server produced just ` dbname > ` . It turns out that if the prompt ends up longer than ` self.max_len_prompt ` , which is set to 30 and is n't configurable , pgcli falls back to just ` dbname > ` . I was using just 'docker ' for one hostname and the other was 'db-dev.domainname.tld ' , which pushed the whole prompt over the limit . ( My username is always 'akuchling ' , so there 's 9 characters right there ! ) Two ideas : 1 ) bash 's prompt formatting supports both the FQDN and just the local hostname . Would you like me to write a patch adding a similar new formatting character ? Unfortunately bash uses \h for the up-to-the-first- ' . ' and \H for the full name . This would be an incompatible change for pgcli , where \h is currently the full server name . Would we want to change the meaning of \h in pgcli , have the opposite of bash 's variables ( \h for full , \H for shortened ) , or just pick some different character ? 2 ) We could also make the max_len_prompt configurable . Does that seem worth doing ? # # Your environment pgcli version 1.9.0 .",858.0
135,2018-03-22 10:16:28,2018-03-22 12:24:52,Fix broken pgcli -- list command line option,# # Description Fixes # 850 # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,857.0
136,2018-03-21 22:46:21,2018-03-22 09:58:45,Ported release script improvements from mycli .,I honestly stole all @ tsroten 's release script tweaks .,856.0
137,2018-03-05 19:58:18,2018-03-16 17:39:15,"Add tests , AUTHORS and changelog.rst to release .","# # Description Add tests , AUTHORS and changelog.rst to release . # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",848.0
138,2018-03-02 18:30:44,2018-03-02 22:35:21,"Changelog update , and bump pgspecial for the release .",# # Description Changelog update and pgspecial bump to release 1.9.0 .,847.0
139,2018-02-15 11:03:31,2018-02-15 15:54:28,Fix tests,# # Description Currently the build tests are broken . This PR fixes them . There was a wrong assertion on the context when using ` ex ` external editor . Also there seem to a bug in the last version of autopep8 . Pinning the version to 1.3.3 seem to work . # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,843.0
140,2018-02-10 16:08:32,2018-02-17 21:42:18,Fraoustin/list dsn,# # Description add option list-dsn : get all alias in aliasdsn section of config file # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,839.0
141,2018-01-16 03:34:28,2018-01-16 04:51:59,Removed support for Python 3.3 .,# # Description Removed support for Python 3.3 ( end-of-life ) . # # Checklist - [ X ] I 've added this contribution to the ` changelog.md ` . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,836.0
142,2018-01-11 21:12:34,2018-03-31 20:20:29,Add feature Color of table .,"# # Description Add feature Color of table by parameter I add the possibility of use a name of token of syntax style ( Token.Name.Tag , Token.Literal.String , .. ) for parameter . The color of table is function of syntax style # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",834.0
143,2018-01-06 11:04:10,2018-01-27 22:25:29,Nopager,"# # Description manage command \pset pager [ on/off ] set \pset pager off next output do n't use pager set \pset pager on next output use pager Add parameter in section `` main '' : pset-pager . When I want to start pgcli with pset-pager is off , output do n't use pager I 's is a partial response for issue 813 # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",832.0
144,2018-01-06 01:30:34,2018-01-07 12:13:14,Add a couple missing click option types .,# # Description Small improvements for pgcli options : * make sure port number is an int * make sure pgclirc is a file name # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,831.0
145,2018-01-03 10:08:33,2018-01-04 18:47:12,Change format output,# # Description add command `` \t '' for change format output usage : `` \t rst '' # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,830.0
146,2017-12-22 18:50:04,2017-12-22 18:50:18,Changed my name in changelog .,# # Description Use the same name everywhere .,827.0
147,2017-12-21 04:46:37,2017-12-21 04:50:23,More changes added to 1.8.2 release .,I waited on https : //github.com/dbcli/pgcli/pull/820 to release 1.8.2 - now that ( and one more change is in ) .,825.0
148,2017-12-20 19:53:07,2017-12-20 23:01:26,Include username to password prompt . # 823,"# # Description As described in ticket # 823 , this is useful for matching prompt for different usernames and auto populating passwords . iTerm2 has password manager that is capable of doing this , but other terminal managers might be able to do it as well . ` behave ` , ` pytest ` and ` pep8radius ` are passing locally . I have not tried building ` deb ` or ` rpm ` packages , but these changes should not affect that in any way . I am opened for any feedback you might have . # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",824.0
149,2017-12-20 14:42:19,2017-12-21 05:11:27,Optionally including username to password promp,"This is suggestion for improvement , not a bug . I am using ` pgcli ` quite often . My terminal app is iTerm2 which has builtin password manager . It recognizes regex in terminal and , when triggered , offers to enter password read from KeyChain . Quite handy feature . Problem is that , with ` pgcli ` , there is no single regex to use for different databases , since prompt is `` Password : '' . I would like to make distinction based on user I am using to connect . Currently I patch local installation of ` pgcli ` to include username ( which solves my problem , but more generic solution would probably include both username and database , maybe even host ) in password prompt . These are two places that I have modified : https : //github.com/dbcli/pgcli/blob/master/pgcli/main.py # L368 https : //github.com/dbcli/pgcli/blob/master/pgcli/main.py # L386 My modification looks something like this : I understand if you do not want to change default behavior , but would you consider adding flag that would modify password prompt to include username ( and maybe database and host ) ? If yes , I might be able to provide PR . Thanks .",823.0
150,2017-12-16 15:39:59,2017-12-17 03:02:45,Fixed # 816 The -- list command line option tries to connect to 'person…,…al ' DB # # Description # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,821.0
151,2017-12-11 03:53:01,2017-12-16 22:14:58,Use other prompt ( prompt_dsn ) when connecting using -- dsn parameter ( attempt 2 ),# # Description It 's related to other PR : https : //github.com/dbcli/pgcli/pull/815 And it 's a result of discussion with @ j-bennet ( https : //github.com/dbcli/pgcli/pull/815 # issuecomment-349180420 ) # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,820.0
152,2017-12-05 03:13:07,2017-12-12 07:05:32,Changelog update to release 1.8.2 .,# # Description Changelog update before releasing 1.8.2 . # # Checklist - ~ [ ] I 've added this contribution to the ` changelog.md ` ~ . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,819.0
153,2017-12-01 03:19:14,2017-12-02 01:37:21,cli_helpers bump ( fixes a python 2.7 bug ) .,# # Description There was a bugfix in cli_helpers ( https : //github.com/dbcli/cli_helpers/pull/32 ) . # # Checklist - ~ [ ] I 've added this contribution to the ` changelog.md ` ~ . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,818.0
154,2017-11-20 10:44:31,2017-12-17 03:02:46,The -- list command line option tries to connect to 'personal ' DB,# # Description When running ` pgcli -- list ` to get a list of my databases I get an error : < details > < summary > pip freeze < /summary > < pre > agate==1.6.0 agate-dbf==0.2.0 agate-excel==0.2.1 agate-sql==0.5.2 asn1crypto==0.22.0 Babel==2.4.0 backports.csv==1.0.5 backports.ssl-match-hostname==3.5.0.1 cached-property==1.3.0 certifi==2017.4.17 cffi==1.10.0 chardet==3.0.4 cli-helpers==0.2.3 click==6.7 colorama==0.3.7 configobj==5.0.6 cryptography==2.0.2 csvkit==1.0.2 dbfread==2.0.7 docker-compose==1.8.0 docker-py==1.9.0 dockerpty==0.4.1 docopt==0.6.2 enum34==1.1.6 et-xmlfile==1.0.1 funcsigs==1.0.2 functools32==3.2.3.post2 future==0.16.0 futures==3.1.1 greenlet==0.4.11 httplib2==0.9.2 humanize==0.5.1 idna==2.5 ipaddress==1.0.18 isodate==0.5.4 jdcal==1.3 jrnl==1.9.8 jsonschema==2.5.1 kaptan==0.5.8 keyring==10.4.0 keyrings.alt==2.2 leather==0.3.3 libtmux==0.6.3 mock==2.0.0 msgpack-python==0.4.8 mycli==1.11.0 neovim==0.1.13 openpyxl==2.4.8 parsedatetime==2.4 pbr==2.0.0 pgcli==1.8.1 pgspecial==1.9.0 prompt-toolkit==1.0.15 psycopg2==2.7.3.2 pyasn1==0.1.9 pycparser==2.18 pycrypto==2.6.1 pycurl==7.43.0 Pygments==2.2.0 pygobject==3.24.1 PyMySQL==0.7.11 python-apt==1.4.0b3 python-dateutil==1.5 python-debian==0.1.30 python-debianbts==2.6.1 python-slugify==1.2.4 pytimeparse==1.1.6 pytz==2017.2 pyxdg==0.25 PyYAML==3.12 ranger==1.8.1 requests==2.18.1 seashells==0.1.2 SecretStorage==2.3.1 setproctitle==1.1.10 six==1.11.0 SQLAlchemy==1.1.12 sqlparse==0.2.4 terminaltables==3.1.0 test==2.3.4.5 texttable==0.9.1 tmuxp==1.2.6 trollius==2.0.1 tzlocal==1.4 Unidecode==0.4.21 urllib3==1.21.1 wcwidth==0.1.7 websocket-client==0.44.0 xlrd==1.0.0 < /pre > < /details >,816.0
155,2017-10-21 18:12:40,2017-10-22 05:59:55,The unix_socket_directories setting may not be present .,"# # Description An attempt to fix https : //github.com/dbcli/pgcli/issues/805 . The ` unix_socket_directories ` setting may not be present in ` pg_settings ` view . I 'm not sure if this will fully fix the problem , as I was not able to completely reproduce the conditions . But the safeguard is needed when retrieving the setting anyway . # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",808.0
156,2017-10-11 19:59:05,2017-10-11 20:22:48,Do NOT escape database names .,# # Description Do n't quote the database names regardless of the mixed case . # # Checklist - [ X ] I 've added this contribution to the ` changelog.md ` .,800.0
157,2017-10-06 18:22:06,2017-10-06 19:25:21,Fix for tests breaking after tee .,"# # Description This is an attempt to fix the ` tee ` test breaking : https : //github.com/dbcli/pgcli/issues/795 . Also , this fixes the error in ` notee ` test which should not be ` notee ` ( that 's a mycli command ) but ` \o ` : https : //github.com/dbcli/pgcli/issues/797 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",798.0
158,2017-10-03 19:41:06,2017-10-06 19:51:46,Use termporary config in tests,# # Description Use temporary directory as config directory . # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,796.0
159,2017-09-19 18:30:20,2017-09-19 19:21:14,Changelog update to release 1.8.1 .,# # Description Changelog update for a bugfix release 1.8.1 . # # Checklist - ~ [ ] I 've added this contribution to the ` changelog.md ` ~ . - ~ [ ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) ~ .,793.0
160,2017-09-15 18:48:16,2017-09-15 21:46:14,Remove shebang and git execute permission from pgcli/main.py .,# # Description Remove shebang and git execute permission from pgcli/main.py . pgcli/main.py ca n't be executed directly because of the package structure . removal of the shebang is required for packaging in Fedora # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,790.0
161,2017-09-13 03:11:22,2017-09-14 20:00:09,Changelog update to release 1.8.0 .,# # Description Changelog update before releasing 1.8.0 . # # Checklist - ~ [ ] I 've added this contribution to the ` changelog.md ` ~ . - ~ [ ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) ~ .,788.0
162,2017-08-20 13:42:37,2017-08-21 00:56:06,Remove OrderedDict workaround for python < 2.7,# # Description Remove the workaround present for importing ` OrderedDict ` in python versions prior to 2.7 . [ OrderedDict docs showing it was added in 2.7 ] ( https : //docs.python.org/2/library/collections.html # collections.OrderedDict ) # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,785.0
163,2017-08-12 11:05:05,2017-09-05 21:12:42,Port auto_vertical feature test from mycli to pgcli,# # Description Port auto_vertical feature test from mycli to pgcli # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` .,782.0
164,2017-08-12 07:38:14,2017-08-18 14:38:22,"Fix TODO , optionally use POSTGRES_USER , POSTGRES_HOST POSTGRES_PASSWORD from environment","# # Description Fix TODO , optionally use POSTGRES_USER , POSTGRES_HOST POSTGRES_PASSWORD from environment # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` .",781.0
165,2017-08-10 09:21:12,2017-08-18 22:27:44,Preliminary work for a future change in outputting results that uses less memory,# # Description Preliminary work for a future change in outputting results that uses less memory # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` .,780.0
166,2017-08-08 10:46:27,2017-08-28 17:02:17,use cursor from psycopg in pgcli,# # Description use cursor from psycopg in pgcli I 'm not sure if you should/can use hardcoded numbers to match the ` type_code ` of Cursor.description # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` .,777.0
167,2017-08-06 21:02:05,2017-08-07 05:19:52,Documentation for pgcli magic in ipython,"# # Description This adds an IPython section to the README , to document using pgcli from within IPython console . # # Checklist - ~ [ ] I 've added this contribution to the ` changelog.md ` ~ . - [ X ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",774.0
168,2017-08-06 18:03:32,2017-08-14 00:21:43,Add \conninfo command,# # Description Fix # 716 # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,773.0
169,2017-08-06 17:35:39,2017-08-07 13:28:56,Better formatting for array output,# # Description Before : # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,772.0
170,2017-08-06 07:50:53,2017-08-07 03:14:41,Do n't quote identifiers that are non-reserved keywords,"# # Description Keep track of which keywords are reserved , and quote identifiers that coïncide with those . The list of reserved words is from https : //www.postgresql.org/docs/10/static/sql-keywords-appendix.html . # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",771.0
171,2017-08-06 06:34:20,2017-08-07 02:57:50,Do n't include args in function suggestions for backslash commands,"# # Description E.g . after ` \df ` , we want to suggest only function names . @ amjith , you feel like merging this ? # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",770.0
172,2017-07-29 14:06:01,2017-07-30 00:31:46,Use psycopg2 to get database details,# # Description Use psycopg2 to get database details when connected . Fix # 765 # # Checklist - [ x ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,766.0
173,2017-07-27 12:10:41,2017-07-27 17:09:43,Use raw strings where needed to avoid backslash ambiguity,"# # Description This is rather not really an issue as it is , but this changes allow to avoid ambiguity in slashes interpretation in strings ( W1401 ) . # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ ] ~~I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .~~",764.0
174,2017-07-27 11:36:45,2017-07-27 16:59:56,Add editorconfig,# # Description I like working with http : //editorconfig.org/ to get my editor configured for each project . I think it would be a nice addition ( I 'm using it locally ) . # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ ] ~~I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .~~,763.0
175,2017-07-27 05:56:37,2017-07-27 10:56:58,Fpietka badges,# # Description Fix CodeCov link ( was broken ) Add Landscape badge for code quality # # Checklist - [ ] I 've added this contribution to the ` changelog.md ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,762.0
